id,Company,Nombre_Producto,Tipo_Portatil,S.O,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador_GHz,Ram_GB,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU,Categoria_Peso,Pantalla,Touchscreen,Inches,Touchscreen,Price_euros
1205,toshiba,tecra,notebook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,1388.0
1237,acer,aspire,notebook,linux,intel,celeron dual core,2.0,4,2048.0,intel,500,graphics,medio,wxga,no,15.6,no,272.0
28,dell,inspiron,convertible,windows 10,intel,core i7,2.7,12,2048.0,intel,620,graphics,medio,fhd,yes,15.6,yes,1299.0
809,dell,inspiron,notebook,windows 10,intel,core i7,1.8,8,1024.0,amd,520,radeon,medio,fhd,no,15.6,no,767.8
1274,hp,otro,notebook,windows 10,amd,a10-series,2.5,6,512.0,amd,530,radeon,medio,fhd,no,15.6,no,568.9
532,hp,250,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,598.99
1167,razer,blade,gaming,windows 10,intel,core i7,2.8,16,4096.0,nvidia,gtx 1060,geforce,medio,fhd,no,14.0,no,3499.0
942,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,911.0
638,acer,spin,notebook,windows 10,intel,core i3,2.4,6,2048.0,intel,620,graphics,medio,fhd,yes,15.6,yes,479.0
739,hp,probook,notebook,windows 10,intel,core i7,2.7,8,2048.0,nvidia,930mx,geforce,medio,fhd,no,15.6,no,900.0
1181,asus,pro,notebook,windows 10,intel,core i3,2.4,4,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,398.99
109,asus,rog,gaming,windows 10,intel,core i7,2.6,16,2560.0,nvidia,gtx 970m,geforce,pesado,fhd,no,17.3,no,1900.0
1235,dell,vostro,notebook,windows 10,intel,core i5,2.5,8,512.0,intel,620,graphics,medio,wxga,no,15.6,no,713.99
640,hp,elitebook,ultrabook,windows 10,intel,core i7,2.5,8,1024.0,amd,r7 m365x,radeon,medio,fhd,no,15.6,no,1296.99
319,lenovo,otro,notebook,no os,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,573.0
1002,asus,otro,notebook,windows 10,amd,e-series,1.5,2,32.0,amd,r2,radeon,medio,wxga,no,14.0,no,199.0
132,dell,latitude,notebook,windows 10,intel,core i5,2.3,4,1000.0,intel,520,graphics,medio,wxga,no,14.0,no,755.0
560,hp,stream,netbook,windows 10,intel,celeron dual core,1.6,2,32.0,intel,400,graphics,ligero,wxga,no,11.6,no,209.0
601,asus,otro,notebook,windows 10,intel,celeron dual core,1.1,4,512.0,intel,500,graphics,medio,wxga,no,15.6,no,419.0
495,dell,alienware,gaming,windows 10,intel,core i7,2.8,32,4096.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,3072.89
839,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,1799.0
622,dell,inspiron,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,pesado,fhd,yes,15.6,yes,799.0
619,asus,otro,notebook,windows 10,intel,core i3,2.0,4,2048.0,nvidia,920mx,geforce,medio,fhd,no,17.3,no,564.0
631,msi,gs43vr,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1060,geforce,medio,fhd,no,14.0,no,1891.0
515,lenovo,ideapad,notebook,no os,intel,core i5,1.6,8,1024.0,nvidia,mx150,geforce,pesado,ips,no,17.3,no,698.0
869,lg,gram,ultrabook,windows 10,intel,core i7,1.8,8,2048.0,intel,620,graphics,ligero,fhd,no,15.6,no,2299.0
1068,hp,zbook,workstation,windows 7,intel,core i7,2.6,8,1024.0,nvidia,m1000m,quadro,pesado,fhd,no,15.6,no,2229.0
99,dell,latitude,ultrabook,windows 10,intel,core i7,2.6,8,1024.0,intel,520,graphics,medio,qhd,yes,14.0,yes,1962.98
795,asus,otro,notebook,windows 10 s,amd,e-series,1.5,4,256.0,amd,r2,radeon,medio,wxga,no,14.0,no,277.99
408,lenovo,yoga,convertible,windows 10,intel,core i7,2.5,16,2048.0,intel,520,graphics,ligero,ips,yes,13.3,yes,1499.0
634,asus,rog,gaming,windows 10,intel,core i7,2.6,24,3072.0,nvidia,gtx 965m,geforce,pesado,fhd,yes,17.3,yes,1269.0
489,acer,aspire,notebook,windows 10,amd,a9-series,3.0,4,1000.0,amd,r5,radeon,medio,wxga,no,15.6,no,400.0
544,msi,gp72mvr,gaming,windows 10,intel,core i7,2.8,8,2560.0,nvidia,gtx 1060,geforce,pesado,fhd,no,17.3,no,1409.0
853,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,850.66
15,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.6,8,1024.0,intel,620,graphics,ligero,fhd,no,14.0,no,1650.0
485,dell,xps,convertible,windows 10,intel,core i7,1.3,16,1024.0,intel,615,graphics,ligero,fhd,yes,13.3,yes,1649.0
290,asus,otro,notebook,windows 10,intel,pentium quad core,1.1,4,1000.0,intel,500,graphics,medio,wxga,no,15.6,no,304.0
860,acer,aspire,notebook,windows 10,intel,core i5,1.6,12,2048.0,nvidia,mx130,geforce,medio,wxga,no,15.6,no,693.99
1206,hp,probook,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,14.0,no,1060.0
1174,dell,vostro,notebook,windows 10,intel,core i5,2.5,8,1024.0,amd,r5 m420,radeon,medio,fhd,no,15.6,no,789.81
566,dell,vostro,notebook,linux,intel,core i3,2.0,4,2048.0,amd,r5 m420,radeon,medio,wxga,no,15.6,no,465.0
227,lenovo,legion,gaming,no os,intel,core i5,2.5,8,2560.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,809.0
967,hp,pavilion,notebook,windows 10,amd,a9-series,2.9,6,3072.0,amd,r7 m440,radeon,medio,fhd,no,15.6,no,549.99
423,dell,latitude,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,14.0,no,585.0
1221,acer,aspire,notebook,windows 10,intel,celeron quad core,1.1,4,32.0,intel,500,graphics,medio,fhd,no,14.0,no,329.0
1116,hp,envy,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,ips,yes,13.3,yes,1149.0
947,asus,otro,notebook,windows 10,intel,celeron dual core,1.1,8,2048.0,intel,500,graphics,medio,wxga,no,15.6,no,399.0
178,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.5,8,2048.0,intel,520,graphics,ligero,qhd,no,14.0,no,1686.64
580,dell,latitude,notebook,linux,intel,core i5,2.8,8,1024.0,nvidia,930mx,geforce,medio,fhd,no,14.0,no,1089.0
370,dell,vostro,notebook,windows 10,intel,core i3,2.0,8,1024.0,intel,520,graphics,medio,wxga,no,15.6,no,665.0
291,apple,macbook,ultrabook,macos,intel,core i5,1.3,8,2048.0,intel,615,graphics,ligero,ips,no,12.0,no,1510.0
652,acer,aspire,notebook,windows 10,intel,core i3,2.7,4,2048.0,nvidia,mx130,geforce,pesado,fhd,no,17.3,no,655.0
349,lenovo,thinkpad,ultrabook,windows 7,intel,core i7,2.6,12,2048.0,intel,520,graphics,ligero,fhd,no,14.0,no,2299.0
23,apple,macbook,ultrabook,macos,intel,core i5,1.8,8,128.0,intel,6000,graphics,ligero,ips,no,13.3,no,898.94
956,acer,aspire,notebook,windows 10,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,449.0
996,hp,otro,notebook,windows 10,intel,core i3,2.0,8,2048.0,intel,520,graphics,pesado,ips,no,17.3,no,544.15
1296,dell,inspiron,gaming,windows 10,intel,core i7,2.8,16,2560.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,15.6,no,1349.0
482,lenovo,ideapad,gaming,windows 10,intel,core i7,2.7,16,4096.0,nvidia,gtx 980m,geforce,pesado,fhd,no,17.3,no,2749.99
650,acer,aspire,notebook,linux,intel,core i3,2.0,4,512.0,intel,520,graphics,medio,wxga,no,15.6,no,412.0
624,acer,swift,notebook,windows 10,intel,pentium quad core,1.6,4,128.0,intel,405,graphics,medio,wxga,no,14.0,no,349.0
888,hp,spectre,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,ligero,fhd,yes,13.3,yes,1398.99
488,acer,chromebook,notebook,chrome os,intel,celeron dual core,1.6,2,32.0,intel,400,graphics,medio,wxga,no,14.0,no,330.0
1238,dell,inspiron,notebook,linux,intel,core i5,2.5,4,1024.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,598.9
154,dell,latitude,notebook,windows 10,intel,core i5,2.4,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1229.0
381,asus,chromebook,convertible,chrome os,intel,core m m3,0.9,4,64.0,intel,515,graphics,ligero,fhd,yes,12.5,yes,669.0
512,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.7,8,256.0,intel,620,graphics,ligero,fhd,no,14.0,no,2049.0
494,lenovo,thinkpad,notebook,windows 7,intel,core i7,2.7,16,2048.0,nvidia,m2000m,quadro,medio,4k,no,15.6,no,2370.0
742,dell,inspiron,convertible,windows 10,intel,core i3,2.3,4,2048.0,intel,520,graphics,medio,fhd,yes,15.6,yes,795.99
61,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,2560.0,amd,530,radeon,pesado,fhd,no,17.3,no,1085.0
907,dell,latitude,notebook,windows 10,intel,core i5,2.4,8,1000.0,intel,520,graphics,medio,fhd,no,15.6,no,1046.44
308,msi,laptop,gaming,windows 10,intel,core i7,2.7,16,2560.0,nvidia,gtx 970m,geforce,pesado,fhd,no,17.3,no,2199.0
72,asus,otro,notebook,windows 10,intel,celeron dual core,1.6,4,1000.0,intel,otro,graphics,medio,wxga,no,15.6,no,369.0
454,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,2048.0,amd,520,radeon,medio,fhd,no,15.6,no,675.0
978,msi,gs73vr,gaming,windows 10,intel,core i7,2.6,16,6144.0,nvidia,gtx 1060,geforce,medio,4k,no,17.3,no,2649.0
581,mediacom,smartbook,notebook,windows 10,intel,celeron quad core,1.1,4,128.0,intel,500,graphics,ligero,fhd,no,14.0,no,389.0
1192,apple,macbook,ultrabook,macos,intel,core i5,3.1,8,2048.0,intel,plus graphics 650,iris,ligero,ips,no,13.3,no,2040.0
1268,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,1.8,8,1024.0,amd,rx 550,radeon,medio,fhd,no,14.0,no,1215.38
1160,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1757.42
1040,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,medio,wxga,no,15.6,no,1055.0
658,dell,latitude,notebook,windows 10,intel,core i7,2.8,8,1024.0,nvidia,930mx,geforce,medio,fhd,no,15.6,no,1369.0
1018,lenovo,yoga,convertible,windows 10,intel,core i5,2.3,4,1024.0,intel,520,graphics,medio,fhd,yes,15.6,yes,867.0
531,lenovo,legion,gaming,windows 10,intel,core i7,2.8,16,5120.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,1129.0
723,dell,latitude,ultrabook,windows 10,intel,core i7,2.8,8,1024.0,intel,620,graphics,medio,fhd,no,12.5,no,1690.0
1077,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,8,2560.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,819.0
877,asus,zenbook,ultrabook,windows 10,intel,core m 6y30,0.9,8,2048.0,intel,515,graphics,ligero,fhd,no,13.3,no,729.0
645,hp,250,notebook,windows 10,intel,core i5,2.5,4,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,488.69
342,hp,250,notebook,windows 10,intel,core i3,2.0,4,2048.0,intel,520,graphics,medio,fhd,no,15.6,no,469.0
426,msi,gt73vr,gaming,windows 10,intel,core i7,2.9,16,4096.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,2729.0
753,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1191.0
261,microsoft,surface,ultrabook,windows 10 s,intel,core i7,2.8,8,1024.0,intel,plus graphics 640,iris,ligero,ips,yes,13.5,yes,1867.85
395,apple,macbook,ultrabook,mac os x,intel,core m m1,1.2,8,512.0,intel,5300,graphics,ligero,ips,no,12.0,no,1165.0
766,lenovo,otro,notebook,no os,intel,core i5,2.5,4,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,489.9
209,dell,inspiron,convertible,windows 10,intel,core i3,2.4,4,1000.0,intel,620,graphics,medio,fhd,yes,15.0,yes,509.0
1138,hp,elitebook,ultrabook,windows 7,intel,core i7,2.5,8,1024.0,intel,520,graphics,medio,qhd,no,14.0,no,2198.19
64,lenovo,thinkpad,ultrabook,windows 10,intel,core i7,2.8,8,1024.0,nvidia,gt 940mx,geforce,medio,fhd,no,14.0,no,1903.0
1161,asus,otro,convertible,windows 10,intel,core i5,2.5,6,2048.0,intel,620,graphics,medio,fhd,yes,13.3,yes,639.01
366,hp,spectre,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,ligero,fhd,no,13.3,no,1690.0
92,acer,aspire,notebook,windows 10,amd,a8-series,2.2,4,1000.0,amd,r5,radeon,medio,wxga,no,15.6,no,387.0
50,hp,elitebook,ultrabook,windows 10,intel,core m 6y75,1.2,8,960.0,intel,515,graphics,ligero,4k,yes,12.5,yes,3100.0
656,toshiba,portégé,ultrabook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,ligero,wxga,no,13.3,no,1095.0
606,lenovo,ideapad,notebook,windows 10,intel,celeron dual core,1.6,2,64.0,intel,otro,graphics,medio,wxga,no,14.0,no,229.0
503,lenovo,otro,notebook,windows 7,intel,core i7,2.5,4,3072.0,intel,520,graphics,medio,fhd,no,15.6,no,825.0
1288,dell,vostro,notebook,windows 10,intel,core i5,2.5,4,2048.0,amd,r5 m420,radeon,medio,wxga,no,15.6,no,684.99
1193,lenovo,yoga,convertible,windows 10,intel,core i7,2.5,4,512.0,intel,520,graphics,medio,fhd,yes,14.0,yes,638.0
188,toshiba,portege,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,ligero,fhd,no,13.3,no,1213.0
945,dell,xps,convertible,windows 10,intel,core i5,1.2,8,1024.0,intel,615,graphics,ligero,fhd,yes,13.3,yes,1899.0
1024,hp,250,notebook,windows 10,intel,core i3,2.0,4,1000.0,amd,520,radeon,medio,wxga,no,15.6,no,438.69
53,hp,17-bs000nv,notebook,windows 10,intel,core i3,2.0,4,1024.0,amd,r5 520,radeon,medio,fhd,no,17.3,no,699.0
981,lenovo,ideapad,notebook,windows 10,intel,core i7,2.7,8,2048.0,nvidia,920mx,geforce,medio,fhd,no,15.6,no,899.0
1282,lenovo,ideapad,gaming,windows 10,intel,core i7,2.6,16,2560.0,nvidia,gtx 960m,geforce,pesado,fhd,yes,15.6,yes,1029.0
721,hp,otro,notebook,windows 10,amd,a12-series,2.7,6,2048.0,amd,530,radeon,medio,fhd,no,15.6,no,529.0
441,dell,vostro,notebook,linux,intel,core i5,2.5,4,2048.0,intel,520,graphics,medio,wxga,no,15.6,no,521.86
1222,hp,envy,ultrabook,windows 10,intel,core i7,2.7,8,1024.0,nvidia,mx150,geforce,ligero,fhd,no,13.3,no,1119.0
992,dell,vostro,notebook,windows 10,intel,core i7,2.7,8,1024.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,1009.9
1271,asus,vivobook,convertible,windows 10,intel,celeron dual core,1.1,2,32.0,intel,500,graphics,ligero,wxga,yes,11.6,yes,275.0
546,asus,otro,notebook,windows 10,intel,celeron dual core,1.6,4,1000.0,intel,otro,graphics,medio,wxga,no,15.6,no,369.0
541,hp,elitebook,notebook,windows 7,intel,core i5,2.3,8,1024.0,intel,520,graphics,ligero,fhd,no,14.0,no,1469.0
915,razer,blade,gaming,windows 10,intel,core i7,2.8,16,1024.0,nvidia,gtx 1060,geforce,medio,fhd,no,14.0,no,2599.0
543,lenovo,thinkpad,convertible,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,ligero,fhd,yes,13.3,yes,1825.0
139,hp,otro,notebook,windows 10,intel,core i5,1.6,4,2048.0,intel,620,uhd graphics,medio,wxga,yes,15.6,yes,521.47
929,dell,inspiron,notebook,linux,intel,core i7,2.7,8,2048.0,amd,r5 m430,radeon,medio,wxga,no,15.6,no,805.99
565,hp,otro,notebook,windows 10,intel,core i7,2.7,8,4096.0,intel,620,graphics,medio,wxga,no,15.6,no,629.0
300,lenovo,ideapad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,597.0
960,hp,250,notebook,no os,intel,celeron dual core,1.6,4,512.0,intel,400,graphics,medio,wxga,no,15.6,no,299.0
750,hp,omen,gaming,windows 10,intel,core i5,2.3,8,2560.0,nvidia,gtx 965m,geforce,pesado,fhd,no,17.3,no,1399.0
362,asus,pro,notebook,windows 10,intel,core i7,2.7,4,1024.0,intel,620,graphics,medio,wxga,no,15.6,no,849.9
808,toshiba,portege,ultrabook,windows 10,intel,core i7,2.5,16,2048.0,intel,520,graphics,ligero,fhd,yes,13.3,yes,1877.0
263,dell,inspiron,gaming,windows 10,intel,core i7,2.8,8,3072.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,899.0
701,toshiba,tecra,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,yes,14.0,yes,1535.0
549,acer,travelmate,netbook,windows 10,intel,celeron dual core,1.6,4,32.0,intel,otro,graphics,ligero,wxga,no,11.6,no,269.0
530,asus,otro,notebook,windows 10,intel,pentium quad core,1.1,4,2048.0,nvidia,920mx,geforce,pesado,wxga,no,17.3,no,470.34
1010,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,nvidia,920mx,geforce,medio,fhd,no,14.0,no,857.07
382,lenovo,legion,gaming,no os,intel,core i5,2.5,8,1024.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,779.0
80,dell,xps,notebook,windows 10,intel,core i5,2.3,8,1024.0,nvidia,960m,geforce,medio,4k,yes,15.6,yes,2250.68
939,dell,inspiron,gaming,windows 10,intel,core i5,2.5,8,1024.0,nvidia,gtx 1050,geforce,pesado,fhd,no,15.6,no,985.0
789,hp,probook,notebook,windows 10,intel,core i7,2.7,8,1024.0,nvidia,930mx,geforce,medio,fhd,no,14.0,no,1185.43
1239,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,1049.6
871,hp,elitebook,notebook,windows 10,intel,core i7,2.7,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,1304.0
218,hp,elitebook,ultrabook,windows 10,intel,core i5,2.5,4,1000.0,intel,620,graphics,ligero,fhd,no,12.5,no,1539.0
1182,dell,latitude,ultrabook,windows 10,intel,core i7,1.9,8,1024.0,intel,620,uhd graphics,medio,fhd,no,15.6,no,1298.0
928,hp,otro,notebook,windows 10,intel,core i5,2.5,8,1024.0,amd,520,radeon,medio,wxga,no,15.6,no,618.99
722,lenovo,ideapad,notebook,windows 10,intel,core i3,2.0,8,2048.0,intel,520,graphics,medio,wxga,no,15.6,no,459.0
126,dell,inspiron,notebook,linux,intel,core i5,1.6,8,2048.0,amd,520,radeon,medio,fhd,no,15.6,no,647.0
486,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.7,16,2048.0,intel,620,graphics,ligero,qhd,yes,14.0,yes,2509.0
1230,toshiba,satellite,notebook,windows 10,intel,core i7,2.5,8,1024.0,nvidia,930m,geforce,medio,fhd,no,15.6,no,1043.0
823,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,1024.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,1142.75
1300,dell,inspiron,notebook,windows 10,intel,core i5,2.5,8,2048.0,amd,r7 m445,radeon,medio,fhd,no,15.6,no,638.8
1190,hp,250,notebook,windows 10,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,439.0
401,acer,aspire,notebook,windows 10,intel,pentium quad core,1.1,4,2048.0,intel,505,graphics,medio,wxga,no,15.6,no,363.51
427,apple,macbook,ultrabook,macos,intel,core i5,2.3,8,512.0,intel,plus graphics 640,iris,ligero,ips,no,13.3,no,1339.69
990,lenovo,yoga,ultrabook,windows 10,intel,core m 6y75,1.2,8,2048.0,intel,515,graphics,ligero,qhd,yes,12.5,yes,1399.0
1043,dell,vostro,notebook,windows 10,intel,core i7,2.7,8,2048.0,nvidia,gt 940mx,geforce,medio,fhd,no,15.6,no,961.0
720,lenovo,thinkpad,notebook,windows 7,intel,core i7,2.7,16,2048.0,nvidia,3000m,quadro,medio,4k,no,17.3,no,2968.0
973,acer,aspire,notebook,linux,intel,core i7,2.8,8,1024.0,nvidia,gtx 1050 ti,geforce,medio,fhd,no,15.6,no,979.0
191,lenovo,chromebook,netbook,chrome os,intel,celeron dual core,1.6,4,64.0,intel,400,graphics,ligero,wxga,no,11.6,no,265.0
96,hp,omen,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050,geforce,pesado,fhd,no,17.3,no,1498.0
1233,lenovo,ideapad,notebook,no os,intel,core i7,2.7,8,2048.0,nvidia,940mx,geforce,medio,fhd,no,15.6,no,659.01
526,vero,otro,notebook,windows 10,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,ligero,fhd,no,14.0,no,202.9
1122,lenovo,legion,gaming,windows 10,intel,core i7,2.8,8,3072.0,nvidia,gtx 1060,geforce,pesado,fhd,no,15.6,no,1399.0
325,hp,250,notebook,no os,intel,core i3,2.0,4,1000.0,intel,520,graphics,medio,wxga,no,15.6,no,364.9
315,lenovo,ideapad,notebook,windows 10,intel,core i7,2.6,8,2048.0,nvidia,gtx 960m,geforce,pesado,fhd,no,15.6,no,899.0
554,hp,elitebook,ultrabook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,1389.0
902,hp,elitebook,ultrabook,windows 7,intel,core i7,2.5,8,1024.0,intel,520,graphics,medio,fhd,no,15.6,no,2171.72
890,dell,inspiron,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,wxga,no,15.6,no,539.95
697,lenovo,thinkpad,ultrabook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,12.5,no,1429.0
709,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,medio,fhd,no,15.6,no,2449.0
130,msi,gp62,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1294.0
972,acer,spin,convertible,windows 10,intel,core i5,1.6,8,1024.0,intel,620,uhd graphics,medio,fhd,yes,13.3,yes,999.0
333,dell,alienware,gaming,windows 10,intel,core i7,2.8,32,6144.0,nvidia,gtx 1070m,geforce,pesado,fhd,no,17.3,no,3588.8
1142,dell,inspiron,notebook,windows 10,intel,core i5,2.5,4,1000.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,585.0
934,dell,xps,ultrabook,windows 10,intel,core i7,2.5,16,2048.0,intel,plus graphics 640,iris,ligero,ips,yes,13.3,yes,2240.0
520,dell,inspiron,notebook,windows 10,intel,core i7,1.8,8,2560.0,amd,530,radeon,pesado,fhd,no,17.3,no,1142.0
1111,hp,elitebook,notebook,windows 10,intel,core i5,2.4,8,2024.0,intel,520,graphics,medio,fhd,no,15.6,no,2103.34
256,asus,otro,notebook,windows 10,intel,core i7,2.7,8,3072.0,intel,620,graphics,medio,fhd,no,14.0,no,1334.0
156,dell,latitude,convertible,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,yes,12.5,yes,1670.0
305,toshiba,satellite,notebook,windows 10,intel,core i7,2.5,8,1000.0,nvidia,930m,geforce,medio,wxga,no,15.6,no,812.0
169,acer,chromebook,notebook,chrome os,intel,celeron dual core,1.5,4,64.0,intel,otro,graphics,medio,wxga,no,15.6,no,209.0
1254,dell,alienware,gaming,windows 10,intel,core i7,2.8,16,4096.0,nvidia,gtx 1070,geforce,pesado,4k,no,17.3,no,3154.0
1191,dell,inspiron,notebook,linux,intel,core i7,2.7,8,1024.0,amd,r5 m430,radeon,medio,fhd,no,15.6,no,749.01
437,dell,inspiron,convertible,windows 10,intel,core i7,1.8,8,2048.0,intel,620,uhd graphics,medio,fhd,yes,15.6,yes,819.0
1177,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.6,16,2048.0,intel,520,graphics,pesado,qhd,yes,14.0,yes,2440.0
377,dell,xps,notebook,windows 10,intel,core i7,2.8,8,1024.0,nvidia,gtx 1050,geforce,medio,fhd,no,15.6,no,1820.0
667,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,ligero,fhd,no,13.3,no,960.0
616,hp,zbook,workstation,windows 10,intel,core i7,2.8,8,1000.0,nvidia,m1200,quadro,pesado,fhd,no,17.3,no,1907.99
1103,google,otro,ultrabook,chrome os,intel,core i5,1.2,8,1024.0,intel,615,graphics,ligero,ips,yes,12.3,yes,1559.0
2,hp,elitebook,ultrabook,windows 10,intel,core i7,2.7,8,2048.0,intel,620,graphics,ligero,fhd,no,14.0,no,2089.0
583,msi,leopard,gaming,windows 10,intel,core i7,2.8,8,1024.0,nvidia,gtx 1050 ti,geforce,pesado,fhd,no,17.3,no,1349.0
1257,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.3,8,1024.0,intel,520,graphics,medio,fhd,no,14.0,no,1186.0
848,dell,vostro,notebook,windows 10,intel,core i5,2.5,4,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,657.0
112,apple,macbook,ultrabook,macos,intel,core i5,1.8,8,256.0,intel,6000,graphics,ligero,ips,no,13.3,no,1158.7
1013,acer,aspire,notebook,windows 10,intel,core i7,1.8,8,1024.0,nvidia,mx150,geforce,medio,fhd,no,15.6,no,841.0
1203,asus,vivobook,notebook,linux,intel,core i5,2.5,4,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,559.0
1166,dell,inspiron,notebook,windows 10,intel,core i5,1.6,8,2560.0,amd,530,radeon,pesado,fhd,no,17.3,no,979.0
435,lenovo,thinkpad,convertible,windows 10,intel,core i7,2.7,16,4096.0,intel,620,graphics,ligero,qhd,yes,14.0,yes,2824.0
633,asus,vivobook,notebook,windows 10,intel,celeron dual core,1.1,4,32.0,intel,500,graphics,medio,fhd,no,14.0,no,298.0
43,hp,250,notebook,windows 10,intel,core i5,2.5,8,2048.0,intel,620,graphics,medio,fhd,no,15.6,no,639.0
825,toshiba,portege,notebook,windows 10,intel,core i5,2.5,4,512.0,intel,620,graphics,ligero,fhd,no,13.3,no,1285.0
329,asus,rog,gaming,windows 10,intel,core i7,2.8,16,3072.0,nvidia,gtx 1070,geforce,pesado,fhd,no,17.3,no,2122.0
602,lenovo,thinkpad,notebook,windows 10,intel,core i5,2.5,8,1024.0,intel,620,graphics,medio,fhd,no,15.6,no,1390.0
878,lenovo,thinkpad,ultrabook,windows 10,intel,core i5,2.3,8,720.0,intel,520,graphics,ligero,wxga,no,12.5,no,1099.0
70,lenovo,thinkpad,notebook,windows 10,intel,core i7,2.8,8,1024.0,nvidia,m620m,quadro,pesado,fhd,no,17.3,no,2999.0
