id,laptop_ID,Company,Product,TypeName,Inches,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,SSD,HDD,Flash Storage,Hybrid,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB
1088,347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD Radeon 530,899.0,FHD,AMD,A12-Series,0 GB,2 TB,0 GB,0 GB,Medio,3.6,Windows 10,12
881,939,Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 520,729.9,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
914,984,Dell,XPS 13,2 in 1 Convertible,13.3,Intel HD Graphics 615,1899.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.3,Windows 10,16
690,187,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,793.0,WXGA,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
111,478,HP,ZBook 15u,Notebook,15.6,AMD FirePro W4190M ,1154.0,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
26,989,HP,Probook 450,Notebook,15.6,Nvidia GeForce 930MX,979.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
375,559,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,2699.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
289,1213,HP,Pavilion Power,Notebook,15.6,Nvidia GeForce GTX 1050,1327.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,12
1007,142,HP,Envy 13-AD007nv,Notebook,13.3,Intel HD Graphics 620,699.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,4
476,1141,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,479.0,IPS,Intel,Atom x5,0 GB,0 GB,64 GB,0 GB,Ligero,1.44,Windows 10,4
475,64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Intel UHD Graphics 620,941.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,8
125,410,Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,879.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Linux,8
1154,859,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,1468.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1184,359,HP,Zbook 15,Workstation,15.6,Nvidia Quadro M1200,1738.27,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.8,Windows 10,8
322,574,Fujitsu,Lifebook A557,Notebook,15.6,Intel HD Graphics 620,739.0,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
280,885,Samsung,Notebook 9,Ultrabook,15.0,Nvidia GeForce 940MX,1849.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
63,125,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Nvidia GeForce 940MX,629.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,No OS,8
547,862,Asus,Rog GL502VM-DS74,Gaming,15.6,Nvidia GeForce GTX 1060,1899.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
1293,322,Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 510,459.9,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,16 GB,0 GB,Ligero,1.6,Chrome OS,4
536,241,Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,390.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Linux,4
687,155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 620,498.0,WXGA,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1023,98,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,599.9,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Linux,8
210,1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD Radeon R4,398.0,FHD,AMD,A6-Series,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,4
657,588,Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1008.52,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.6,Windows 10,8
671,388,Asus,ROG Strix,Gaming,15.6,Nvidia GeForce GTX 1060,1655.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,8
194,1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,Nvidia GeForce GTX 950M,977.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.3,Windows 10,4
672,325,HP,Elitebook 840,Notebook,14.0,Intel HD Graphics 620,1292.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
1152,956,Acer,TravelMate P259-G2,Notebook,15.6,Intel HD Graphics 620,619.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
201,156,MSI,GE73VR 7RE,Gaming,17.3,Nvidia GeForce GTX 1060,1890.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
792,76,Acer,Aspire E5-475,Notebook,14.0,Intel HD Graphics 520,389.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,8
306,650,Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 620,2450.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,16
828,231,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,859.01,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,16
1055,918,HP,Elitebook 820,Netbook,12.5,Intel HD Graphics 620,1483.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
813,731,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3659.4,4K,Intel,Core i7,1 TB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,32
1000,420,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel HD Graphics 520,789.01,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
110,1000,HP,Probook 450,Notebook,15.6,Intel HD Graphics 620,806.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
399,453,Acer,Aspire ES1-572,Notebook,15.6,Intel HD Graphics 620,441.8,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Linux,4
636,1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Nvidia GeForce 940MX,709.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,No OS,8
1264,157,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,1082.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,4
318,167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1079.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
172,1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel HD Graphics 615,1149.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.3,Windows 10,8
293,289,Acer,Aspire A517-51G,Notebook,15.6,Nvidia GeForce MX150,951.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,1.8,Windows 10,8
138,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Nvidia Quadro M500M,2050.38,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.6,Windows 7,8
747,1256,MSI,GL62 6QF,Gaming,15.6,Nvidia GeForce GTX 960M,1169.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Medio,2.6,Windows 10,8
801,1064,Lenovo,ThinkPad X1,Notebook,14.0,Intel HD Graphics 520,2620.0,QHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.6,Windows 7,16
45,414,Dell,Latitude 7480,Ultrabook,14.0,Intel HD Graphics,1680.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.8,Windows 10,8
1262,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,589.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,8
923,239,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel HD Graphics 520,689.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,8
879,1226,Acer,Aspire E5-774G,Notebook,17.3,Nvidia GeForce 940MX,629.0,IPS,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Pesado,2.0,Windows 10,8
931,1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Intel HD Graphics 520,1590.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.3,Windows 10,8
730,1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Nvidia GeForce GTX 1060,1169.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.6,Windows 10,8
55,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Nvidia GeForce 940MX,597.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Linux,8
373,1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel HD Graphics 520,2041.0,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.6,Windows 10,8
603,925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Nvidia GeForce 940MX,789.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,6
197,906,Toshiba,Portege X30-D-10V,Notebook,13.3,Intel HD Graphics 620,1475.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
599,442,Asus,Rog Strix,Gaming,17.3,AMD Radeon RX 580,1695.0,FHD,AMD,Ryzen 1600,256 GB,1 TB,0 GB,0 GB,Pesado,3.2,Windows 10,8
1258,797,Acer,Predator G9-793,Gaming,17.3,Nvidia GeForce GTX 1060,2299.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
682,116,HP,Probook 440,Notebook,14.0,Intel UHD Graphics 620,722.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
752,10,Acer,Swift 3,Ultrabook,14.0,Intel UHD Graphics 620,770.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,1.6,Windows 10,8
283,563,Mediacom,SmartBook 130,Notebook,13.3,Intel HD Graphics,255.0,FHD,Intel,Atom x5,0 GB,0 GB,32 GB,0 GB,Ligero,1.44,Windows 10,4
1205,883,Toshiba,Tecra A50-D-11D,Notebook,15.6,Intel HD Graphics 620,1388.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,8
1237,1216,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 500,272.0,WXGA,Intel,Celeron Dual Core,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Linux,4
28,994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Intel HD Graphics 620,1299.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 10,12
809,56,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,767.8,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
1274,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD Radeon 530,568.9,FHD,AMD,A10-Series,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,6
532,89,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,598.99,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
1167,1249,Razer,Blade Pro,Gaming,14.0,Nvidia GeForce GTX 1060,3499.0,FHD,Intel,Core i7,1 TB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,16
942,506,Lenovo,ThinkPad L570,Notebook,15.6,Intel HD Graphics 620,911.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
638,123,Acer,Spin 3,Notebook,15.6,Intel HD Graphics 620,479.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,6
739,909,HP,ProBook 450,Notebook,15.6,Nvidia GeForce 930MX,900.0,FHD,Intel,Core i7,0 GB,1 TB,0 GB,0 GB,Medio,2.7,Windows 10,8
1181,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel HD Graphics 620,398.99,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.4,Windows 10,4
109,1274,Asus,Rog G752VT-GC073T,Gaming,17.3,Nvidia GeForce GTX 970M,1900.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,16
1235,853,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,713.99,WXGA,Intel,Core i5,128 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
640,935,HP,EliteBook 850,Ultrabook,15.6,AMD Radeon R7 M365X,1296.99,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
319,1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,Intel HD Graphics 620,573.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,No OS,8
1002,32,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,AMD Radeon R2,199.0,WXGA,AMD,E-Series,0 GB,0 GB,32 GB,0 GB,Medio,1.5,Windows 10,2
132,828,Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,755.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
560,1286,HP,Stream 11-Y000na,Netbook,11.6,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Ligero,1.6,Windows 10,2
601,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 500,419.0,WXGA,Intel,Celeron Dual Core,128 GB,0 GB,0 GB,0 GB,Medio,1.1,Windows 10,4
495,851,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3072.89,FHD,Intel,Core i7,512 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,32
839,1012,Asus,Rog GL553VE-DS74,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1799.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
622,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,799.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Pesado,1.6,Windows 10,8
619,121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,564.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Windows 10,4
631,794,MSI,GS43VR 7RE,Gaming,14.0,Nvidia GeForce GTX 1060,1891.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
515,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Nvidia GeForce MX150,698.0,IPS,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Pesado,1.6,No OS,8
869,686,LG,Gram 15Z975,Ultrabook,15.6,Intel HD Graphics 620,2299.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,1.8,Windows 10,8
1068,1161,HP,ZBook 15,Workstation,15.6,Nvidia Quadro M1000M,2229.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Pesado,2.6,Windows 7,8
99,985,Dell,Latitude E7470,Ultrabook,14.0,Intel HD Graphics 520,1962.98,QHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.6,Windows 10,8
795,130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,AMD Radeon R2,277.99,WXGA,AMD,E-Series,64 GB,0 GB,0 GB,0 GB,Medio,1.5,Windows 10 S,4
408,1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel HD Graphics 520,1499.0,IPS,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,16
634,501,Asus,Rog G752VL-UH71T,Gaming,17.3,Nvidia GeForce GTX 965M,1269.0,FHD,Intel,Core i7,256 GB,1 TB,0 GB,0 GB,Pesado,2.6,Windows 10,24
489,6,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,400.0,WXGA,AMD,A9-Series,0 GB,500 GB,0 GB,0 GB,Medio,3.0,Windows 10,4
544,358,MSI,GP72MVR 7RFX,Gaming,17.3,Nvidia GeForce GTX 1060,1409.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,8
853,871,Lenovo,ThinkPad E570,Notebook,15.6,Intel HD Graphics 620,850.66,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,2.5,Windows 10,8
15,843,Lenovo,ThinkPad T470s,Notebook,14.0,Intel HD Graphics 620,1650.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,2.6,Windows 10,8
485,914,Dell,XPS 13,2 in 1 Convertible,13.3,Intel HD Graphics 615,1649.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,1.3,Windows 10,16
290,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 500,304.0,WXGA,Intel,Pentium Quad Core,0 GB,500 GB,0 GB,0 GB,Medio,1.1,Windows 10,4
860,399,Acer,Aspire 5,Notebook,15.6,Nvidia GeForce MX130,693.99,WXGA,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,12
1206,1041,HP,ProBook 640,Notebook,14.0,Intel HD Graphics 620,1060.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
1174,823,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,789.81,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Windows 10,8
566,611,Dell,Vostro 3568,Notebook,15.6,AMD Radeon R5 M420,465.0,WXGA,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.0,Linux,4
227,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,809.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Medio,2.5,No OS,8
967,1312,HP,Pavilion 15-AW003nv,Notebook,15.6,AMD Radeon R7 M440,549.99,FHD,AMD,A9-Series,0 GB,0 GB,0 GB,1.0 TB,Medio,2.9,Windows 10,6
423,836,Dell,Latitude 3480,Notebook,14.0,Intel HD Graphics 520,585.0,WXGA,Intel,Core i3,0 GB,500 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
1221,609,Acer,Aspire 1,Notebook,14.0,Intel HD Graphics 500,329.0,FHD,Intel,Celeron Quad Core,0 GB,0 GB,32 GB,0 GB,Medio,1.1,Windows 10,4
1116,936,HP,Envy 13-AB077cl,Ultrabook,13.3,Intel HD Graphics 620,1149.0,IPS,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
947,642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Intel HD Graphics 500,399.0,WXGA,Intel,Celeron Dual Core,0 GB,1 TB,0 GB,0 GB,Medio,1.1,Windows 10,8
178,728,Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 520,1686.64,QHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.5,Windows 10,8
580,719,Dell,Latitude 5480,Notebook,14.0,Nvidia GeForce 930MX,1089.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Linux,8
370,749,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,665.0,WXGA,Intel,Core i3,256 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,8
291,83,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 615,1510.0,IPS,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Ligero,1.3,macOS,8
652,143,Acer,Aspire 5,Notebook,17.3,Nvidia GeForce MX130,655.0,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Pesado,2.7,Windows 10,4
349,1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,Intel HD Graphics 520,2299.0,FHD,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Ligero,2.6,Windows 7,12
23,2,Apple,Macbook Air,Ultrabook,13.3,Intel HD Graphics 6000,898.94,IPS,Intel,Core i5,0 GB,0 GB,128 GB,0 GB,Ligero,1.8,macOS,8
956,180,Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,449.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Windows 10,4
996,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel HD Graphics 520,544.15,IPS,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Pesado,2.0,Windows 10,8
1296,932,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.8,Windows 10,16
482,1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,2749.99,FHD,Intel,Core i7,256 GB,0 GB,0 GB,1.0 TB,Pesado,2.7,Windows 10,16
650,677,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 520,412.0,WXGA,Intel,Core i3,128 GB,0 GB,0 GB,0 GB,Medio,2.0,Linux,4
624,616,Acer,Swift SF114-31-P5HY,Notebook,14.0,Intel HD Graphics 405,349.0,WXGA,Intel,Pentium Quad Core,0 GB,0 GB,128 GB,0 GB,Medio,1.6,Windows 10,4
888,118,HP,Spectre x360,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1398.99,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Ligero,1.6,Windows 10,8
488,753,Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 400,330.0,WXGA,Intel,Celeron Dual Core,0 GB,0 GB,32 GB,0 GB,Medio,1.6,Chrome OS,2
1238,422,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,598.9,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.5,Linux,4
154,668,Dell,Latitude E7470,Notebook,14.0,Intel HD Graphics 520,1229.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.4,Windows 10,8
381,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel HD Graphics 515,669.0,FHD,Intel,Core M M3,0 GB,0 GB,64 GB,0 GB,Ligero,0.9,Chrome OS,4
512,915,Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 620,2049.0,FHD,Intel,Core i7,0 GB,0 GB,256 GB,0 GB,Ligero,2.7,Windows 10,8
494,785,Lenovo,Thinkpad P50,Notebook,15.6,Nvidia Quadro M2000M,2370.0,4K,Intel,Core i7,512 GB,0 GB,0 GB,0 GB,Medio,2.7,Windows 7,16
742,1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel HD Graphics 520,795.99,FHD,Intel,Core i3,0 GB,1 TB,0 GB,0 GB,Medio,2.3,Windows 10,4
61,372,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1085.0,FHD,Intel,Core i5,128 GB,1 TB,0 GB,0 GB,Pesado,1.6,Windows 10,8
907,1038,Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,1046.44,FHD,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.4,Windows 10,8
308,610,MSI,Laptop MSI,Gaming,17.3,Nvidia GeForce GTX 970M,2199.0,FHD,Intel,Core i7,128 GB,1 TB,0 GB,0 GB,Pesado,2.7,Windows 10,16
72,1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics,369.0,WXGA,Intel,Celeron Dual Core,0 GB,500 GB,0 GB,0 GB,Medio,1.6,Windows 10,4
454,485,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,675.0,FHD,Intel,Core i5,0 GB,1 TB,0 GB,0 GB,Medio,1.6,Windows 10,8
978,905,MSI,GS73VR Stealth,Gaming,17.3,Nvidia GeForce GTX 1060,2649.0,4K,Intel,Core i7,512 GB,2 TB,0 GB,0 GB,Medio,2.6,Windows 10,16
581,587,Mediacom,SmartBook Edge,Notebook,14.0,Intel HD Graphics 500,389.0,FHD,Intel,Celeron Quad Core,32 GB,0 GB,0 GB,0 GB,Ligero,1.1,Windows 10,4
1192,254,Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Plus Graphics 650,2040.0,IPS,Intel,Core i5,512 GB,0 GB,0 GB,0 GB,Ligero,3.1,macOS,8
1268,426,Lenovo,ThinkPad E480,Ultrabook,14.0,AMD Radeon RX 550,1215.38,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,1.8,Windows 10,8
1160,646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,1757.42,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Ligero,2.7,Windows 10,8
1040,881,Lenovo,ThinkPad L570,Notebook,15.6,Intel HD Graphics 620,1055.0,WXGA,Intel,Core i5,0 GB,500 GB,0 GB,0 GB,Medio,2.5,Windows 10,4
658,542,Dell,Latitude 5580,Notebook,15.6,Nvidia GeForce 930MX,1369.0,FHD,Intel,Core i7,256 GB,0 GB,0 GB,0 GB,Medio,2.8,Windows 10,8
1018,1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel HD Graphics 520,867.0,FHD,Intel,Core i5,256 GB,0 GB,0 GB,0 GB,Medio,2.3,Windows 10,4
531,351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1129.0,FHD,Intel,Core i7,256 GB,2 TB,0 GB,0 GB,Medio,2.8,Windows 10,16
