id,laptop_ID,Company,Product,TypeName,Inches,Ram,Gpu,OpSys,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Velocidad_Procesador,SSD,HDD,Flash Storage,Hybrid,Peso_KG
1067,3,HP,250 G6,Notebook,15.6,8GB,Intel HD Graphics 620,No OS,575.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.86
785,371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8GB,Intel HD Graphics 405,Windows 10,389.0,WXGA,No,Intel,Pentium Quad Core,1.6GHz,0 GB,2 TB,0 GB,0 GB,2.04
332,806,Dell,Latitude 3580,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,810.0,WXGA,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.95
1199,625,MSI,GT62VR 7RE,Gaming,15.6,16GB,Nvidia GeForce GTX 1070,Windows 10,2267.86,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.94
412,298,Dell,XPS 15,Notebook,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,1829.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.0
200,424,HP,EliteBook 1040,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 10,1500.0,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.43
509,337,Toshiba,Satellite Pro,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,943.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.0
411,1247,MSI,GL62M 7RDX,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,Windows 10,1149.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.2
627,878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 620,Windows 10,1950.0,FHD,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.37
1088,347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12GB,AMD Radeon 530,Windows 10,899.0,FHD,No,AMD,A12-Series,3.6GHz,0 GB,2 TB,0 GB,0 GB,2.2
881,939,Dell,Latitude 3580,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,729.9,WXGA,No,Intel,Core i5,2.3GHz,0 GB,500 GB,0 GB,0 GB,1.95
914,984,Dell,XPS 13,2 in 1 Convertible,13.3,16GB,Intel HD Graphics 615,Windows 10,1899.0,IPS,Yes,Intel,Core i7,1.3GHz,512 GB,0 GB,0 GB,0 GB,1.22
690,187,Toshiba,Satellite Pro,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,793.0,WXGA,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,2.0
111,478,HP,ZBook 15u,Notebook,15.6,8GB,AMD FirePro W4190M ,Windows 10,1154.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,1.9
26,989,HP,Probook 450,Notebook,15.6,8GB,Nvidia GeForce 930MX,Windows 10,979.0,FHD,No,Intel,Core i5,2.70GHz,128 GB,1 TB,0 GB,0 GB,2.04
375,559,Dell,Alienware 17,Gaming,17.3,16GB,Nvidia GeForce GTX 1070,Windows 10,2699.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,4.42
289,1213,HP,Pavilion Power,Notebook,15.6,12GB,Nvidia GeForce GTX 1050,Windows 10,1327.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.21
1007,142,HP,Envy 13-AD007nv,Notebook,13.3,4GB,Intel HD Graphics 620,Windows 10,699.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.32
476,1141,Lenovo,Yoga Book,2 in 1 Convertible,10.1,4GB,Intel HD Graphics 400,Windows 10,479.0,IPS,Yes,Intel,Atom x5,1.44GHz,0 GB,0 GB,64 GB,0 GB,0.69
475,64,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,8GB,Intel UHD Graphics 620,Windows 10,941.0,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.4
125,410,Acer,Aspire 7,Notebook,15.6,8GB,Nvidia GeForce GTX 1050,Linux,879.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.5
1154,859,HP,EliteBook 840,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 10,1468.0,FHD,No,Intel,Core i7,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.54
1184,359,HP,Zbook 15,Workstation,15.6,8GB,Nvidia Quadro M1200,Windows 10,1738.27,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.6
322,574,Fujitsu,Lifebook A557,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,739.0,WXGA,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.2
280,885,Samsung,Notebook 9,Ultrabook,15.0,16GB,Nvidia GeForce 940MX,Windows 10,1849.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.23
63,125,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8GB,Nvidia GeForce 940MX,No OS,629.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.2
547,862,Asus,Rog GL502VM-DS74,Gaming,15.6,16GB,Nvidia GeForce GTX 1060,Windows 10,1899.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.1
1293,322,Lenovo,ThinkPad 13,Notebook,13.3,4GB,Intel HD Graphics 510,Chrome OS,459.9,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,16 GB,0 GB,1.45
536,241,Acer,Aspire A315-51,Notebook,15.6,4GB,Intel HD Graphics 520,Linux,390.0,WXGA,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.1
687,155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,498.0,WXGA,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.9
1023,98,Dell,Inspiron 3567,Notebook,15.6,8GB,AMD Radeon R5 M430,Linux,599.9,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.2
210,1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4GB,AMD Radeon R4,Windows 10,398.0,FHD,No,AMD,A6-Series,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.1
657,588,Dell,Latitude 5580,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,1008.52,WXGA,No,Intel,Core i5,2.6GHz,0 GB,500 GB,0 GB,0 GB,1.9
671,388,Asus,ROG Strix,Gaming,15.6,8GB,Nvidia GeForce GTX 1060,Windows 10,1655.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.3
194,1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,4GB,Nvidia GeForce GTX 950M,Windows 10,977.0,FHD,No,Intel,Core i5,2.3GHz,0 GB,1 TB,0 GB,0 GB,2.3
672,325,HP,Elitebook 840,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,1292.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.48
1152,956,Acer,TravelMate P259-G2,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,619.0,WXGA,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.23
201,156,MSI,GE73VR 7RE,Gaming,17.3,16GB,Nvidia GeForce GTX 1060,Windows 10,1890.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.8
792,76,Acer,Aspire E5-475,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 10,389.0,WXGA,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.1
306,650,Lenovo,ThinkPad X1,Ultrabook,14.0,16GB,Intel HD Graphics 620,Windows 10,2450.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.14
828,231,Dell,Inspiron 5567,Notebook,15.6,16GB,AMD Radeon R7 M445,Windows 10,859.01,FHD,Yes,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.3
1055,918,HP,Elitebook 820,Netbook,12.5,8GB,Intel HD Graphics 620,Windows 10,1483.0,FHD,No,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,1.26
813,731,Dell,Alienware 17,Gaming,17.3,32GB,Nvidia GeForce GTX 1070,Windows 10,3659.4,4K,No,Intel,Core i7,2.8GHz,1 TB,1 TB,0 GB,0 GB,4.36
1000,420,Acer,Aspire R7,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 520,Windows 10,789.01,FHD,Yes,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.6
110,1000,HP,Probook 450,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,806.0,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.04
399,453,Acer,Aspire ES1-572,Notebook,15.6,4GB,Intel HD Graphics 620,Linux,441.8,WXGA,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,2.4
636,1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,8GB,Nvidia GeForce 940MX,No OS,709.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.2
1264,157,HP,EliteBook 840,Ultrabook,14.0,4GB,Intel HD Graphics 620,Windows 10,1082.0,FHD,No,Intel,Core i5,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.48
318,167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1079.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,0 GB,0 GB,0 GB,2.5
172,1237,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,8GB,Intel HD Graphics 615,Windows 10,1149.0,FHD,Yes,Intel,Core i7,1.3GHz,256 GB,0 GB,0 GB,0 GB,1.2
293,289,Acer,Aspire A517-51G,Notebook,15.6,8GB,Nvidia GeForce MX150,Windows 10,951.0,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,3.0
138,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8GB,Nvidia Quadro M500M,Windows 7,2050.38,FHD,Yes,Intel,Core i7,2.6GHz,512 GB,0 GB,0 GB,0 GB,1.8
747,1256,MSI,GL62 6QF,Gaming,15.6,8GB,Nvidia GeForce GTX 960M,Windows 10,1169.0,FHD,No,Intel,Core i7,2.6GHz,128 GB,1 TB,0 GB,0 GB,2.3
801,1064,Lenovo,ThinkPad X1,Notebook,14.0,16GB,Intel HD Graphics 520,Windows 7,2620.0,QHD,No,Intel,Core i7,2.6GHz,256 GB,0 GB,0 GB,0 GB,1.1
45,414,Dell,Latitude 7480,Ultrabook,14.0,8GB,Intel HD Graphics,Windows 10,1680.0,FHD,No,Intel,Core i7,2.8GHz,512 GB,0 GB,0 GB,0 GB,1.36
1262,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,589.0,WXGA,No,Intel,Core i3,2GHz,128 GB,0 GB,0 GB,0 GB,2.2
923,239,Acer,Aspire R7,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 520,Windows 10,689.0,FHD,Yes,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.6
879,1226,Acer,Aspire E5-774G,Notebook,17.3,8GB,Nvidia GeForce 940MX,Windows 10,629.0,IPS,No,Intel,Core i3,2.0GHz,0 GB,1 TB,0 GB,0 GB,3.3
931,1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8GB,Intel HD Graphics 520,Windows 10,1590.0,FHD,No,Intel,Core i5,2.3GHz,256 GB,0 GB,0 GB,0 GB,1.2
730,1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,8GB,Nvidia GeForce GTX 1060,Windows 10,1169.0,FHD,No,Intel,Core i7,2.6GHz,0 GB,1 TB,0 GB,0 GB,2.2
55,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8GB,Nvidia GeForce 940MX,Linux,597.0,FHD,No,Intel,Core i3,2.4GHz,0 GB,1 TB,0 GB,0 GB,2.3
373,1177,HP,Spectre Pro,2 in 1 Convertible,13.3,8GB,Intel HD Graphics 520,Windows 10,2041.0,QHD,Yes,Intel,Core i7,2.6GHz,512 GB,0 GB,0 GB,0 GB,1.48
603,925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6GB,Nvidia GeForce 940MX,Windows 10,789.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.2
197,906,Toshiba,Portege X30-D-10V,Notebook,13.3,8GB,Intel HD Graphics 620,Windows 10,1475.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.05
599,442,Asus,Rog Strix,Gaming,17.3,8GB,AMD Radeon RX 580,Windows 10,1695.0,FHD,No,AMD,Ryzen 1600,3.2GHz,256 GB,1 TB,0 GB,0 GB,3.2
1258,797,Acer,Predator G9-793,Gaming,17.3,16GB,Nvidia GeForce GTX 1060,Windows 10,2299.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,4.2
682,116,HP,Probook 440,Notebook,14.0,4GB,Intel UHD Graphics 620,Windows 10,722.0,WXGA,No,Intel,Core i5,1.6GHz,0 GB,500 GB,0 GB,0 GB,1.63
752,10,Acer,Swift 3,Ultrabook,14.0,8GB,Intel UHD Graphics 620,Windows 10,770.0,FHD,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.6
283,563,Mediacom,SmartBook 130,Notebook,13.3,4GB,Intel HD Graphics,Windows 10,255.0,FHD,No,Intel,Atom x5,1.44GHz,0 GB,0 GB,32 GB,0 GB,1.35
1205,883,Toshiba,Tecra A50-D-11D,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,1388.0,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,2.0
1237,1216,Acer,Aspire 3,Notebook,15.6,4GB,Intel HD Graphics 500,Linux,272.0,WXGA,No,Intel,Celeron Dual Core,2GHz,0 GB,1 TB,0 GB,0 GB,2.1
28,994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,12GB,Intel HD Graphics 620,Windows 10,1299.0,FHD,Yes,Intel,Core i7,2.7GHz,512 GB,0 GB,0 GB,0 GB,2.19
809,56,Dell,Inspiron 3576,Notebook,15.6,8GB,AMD Radeon 520,Windows 10,767.8,FHD,No,Intel,Core i7,1.8GHz,256 GB,0 GB,0 GB,0 GB,2.13
1274,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6GB,AMD Radeon 530,Windows 10,568.9,FHD,No,AMD,A10-Series,2.5GHz,128 GB,0 GB,0 GB,0 GB,1.91
532,89,HP,250 G6,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,598.99,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.96
1167,1249,Razer,Blade Pro,Gaming,14.0,16GB,Nvidia GeForce GTX 1060,Windows 10,3499.0,FHD,No,Intel,Core i7,2.8GHz,1 TB,0 GB,0 GB,0 GB,1.95
942,506,Lenovo,ThinkPad L570,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,911.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.3
638,123,Acer,Spin 3,Notebook,15.6,6GB,Intel HD Graphics 620,Windows 10,479.0,FHD,Yes,Intel,Core i3,2.4GHz,0 GB,1 TB,0 GB,0 GB,2.1
739,909,HP,ProBook 450,Notebook,15.6,8GB,Nvidia GeForce 930MX,Windows 10,900.0,FHD,No,Intel,Core i7,2.7GHz,0 GB,1 TB,0 GB,0 GB,2.04
1181,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,4GB,Intel HD Graphics 620,Windows 10,398.99,WXGA,No,Intel,Core i3,2.4GHz,0 GB,1 TB,0 GB,0 GB,2.37
109,1274,Asus,Rog G752VT-GC073T,Gaming,17.3,16GB,Nvidia GeForce GTX 970M,Windows 10,1900.0,FHD,No,Intel,Core i7,2.6GHz,128 GB,1 TB,0 GB,0 GB,4.0
1235,853,Dell,Vostro 3568,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,713.99,WXGA,No,Intel,Core i5,2.5GHz,128 GB,0 GB,0 GB,0 GB,2.18
640,935,HP,EliteBook 850,Ultrabook,15.6,8GB,AMD Radeon R7 M365X,Windows 10,1296.99,FHD,No,Intel,Core i7,2.5GHz,256 GB,0 GB,0 GB,0 GB,1.84
319,1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,8GB,Intel HD Graphics 620,No OS,573.0,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.3
1002,32,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,2GB,AMD Radeon R2,Windows 10,199.0,WXGA,No,AMD,E-Series,1.5GHz,0 GB,0 GB,32 GB,0 GB,1.65
132,828,Dell,Latitude 3480,Notebook,14.0,4GB,Intel HD Graphics 520,Windows 10,755.0,WXGA,No,Intel,Core i5,2.3GHz,0 GB,500 GB,0 GB,0 GB,1.76
560,1286,HP,Stream 11-Y000na,Netbook,11.6,2GB,Intel HD Graphics 400,Windows 10,209.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,32 GB,0 GB,1.17
601,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4GB,Intel HD Graphics 500,Windows 10,419.0,WXGA,No,Intel,Celeron Dual Core,1.1GHz,128 GB,0 GB,0 GB,0 GB,1.86
495,851,Dell,Alienware 17,Gaming,17.3,32GB,Nvidia GeForce GTX 1070,Windows 10,3072.89,FHD,No,Intel,Core i7,2.8GHz,512 GB,1 TB,0 GB,0 GB,4.42
839,1012,Asus,Rog GL553VE-DS74,Gaming,15.6,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1799.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,2.5
622,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8GB,Intel UHD Graphics 620,Windows 10,799.0,FHD,Yes,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,2.67
619,121,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,4GB,Nvidia GeForce 920MX,Windows 10,564.0,FHD,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.0
631,794,MSI,GS43VR 7RE,Gaming,14.0,16GB,Nvidia GeForce GTX 1060,Windows 10,1891.0,FHD,No,Intel,Core i7,2.8GHz,256 GB,1 TB,0 GB,0 GB,1.6
515,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8GB,Nvidia GeForce MX150,No OS,698.0,IPS,No,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,2.8
869,686,LG,Gram 15Z975,Ultrabook,15.6,8GB,Intel HD Graphics 620,Windows 10,2299.0,FHD,No,Intel,Core i7,1.8GHz,512 GB,0 GB,0 GB,0 GB,1.09
1068,1161,HP,ZBook 15,Workstation,15.6,8GB,Nvidia Quadro M1000M,Windows 7,2229.0,FHD,No,Intel,Core i7,2.6GHz,256 GB,0 GB,0 GB,0 GB,2.59
99,985,Dell,Latitude E7470,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 10,1962.98,QHD,Yes,Intel,Core i7,2.6GHz,256 GB,0 GB,0 GB,0 GB,1.5
795,130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,4GB,AMD Radeon R2,Windows 10 S,277.99,WXGA,No,AMD,E-Series,1.5GHz,64 GB,0 GB,0 GB,0 GB,1.65
408,1303,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16GB,Intel HD Graphics 520,Windows 10,1499.0,IPS,Yes,Intel,Core i7,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.3
634,501,Asus,Rog G752VL-UH71T,Gaming,17.3,24GB,Nvidia GeForce GTX 965M,Windows 10,1269.0,FHD,Yes,Intel,Core i7,2.6GHz,256 GB,1 TB,0 GB,0 GB,4.33
489,6,Acer,Aspire 3,Notebook,15.6,4GB,AMD Radeon R5,Windows 10,400.0,WXGA,No,AMD,A9-Series,3GHz,0 GB,500 GB,0 GB,0 GB,2.1
544,358,MSI,GP72MVR 7RFX,Gaming,17.3,8GB,Nvidia GeForce GTX 1060,Windows 10,1409.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.7
853,871,Lenovo,ThinkPad E570,Notebook,15.6,8GB,Intel HD Graphics 620,Windows 10,850.66,FHD,No,Intel,Core i5,2.5GHz,0 GB,1 TB,0 GB,0 GB,2.3
15,843,Lenovo,ThinkPad T470s,Notebook,14.0,8GB,Intel HD Graphics 620,Windows 10,1650.0,FHD,No,Intel,Core i5,2.6GHz,256 GB,0 GB,0 GB,0 GB,1.32
485,914,Dell,XPS 13,2 in 1 Convertible,13.3,16GB,Intel HD Graphics 615,Windows 10,1649.0,FHD,Yes,Intel,Core i7,1.3GHz,256 GB,0 GB,0 GB,0 GB,1.22
290,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4GB,Intel HD Graphics 500,Windows 10,304.0,WXGA,No,Intel,Pentium Quad Core,1.1GHz,0 GB,500 GB,0 GB,0 GB,2.0
860,399,Acer,Aspire 5,Notebook,15.6,12GB,Nvidia GeForce MX130,Windows 10,693.99,WXGA,No,Intel,Core i5,1.6GHz,0 GB,1 TB,0 GB,0 GB,2.2
1206,1041,HP,ProBook 640,Notebook,14.0,4GB,Intel HD Graphics 620,Windows 10,1060.0,WXGA,No,Intel,Core i5,2.5GHz,0 GB,500 GB,0 GB,0 GB,1.95
1174,823,Dell,Vostro 3568,Notebook,15.6,8GB,AMD Radeon R5 M420,Windows 10,789.81,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.18
566,611,Dell,Vostro 3568,Notebook,15.6,4GB,AMD Radeon R5 M420,Linux,465.0,WXGA,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.18
227,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,Nvidia GeForce GTX 1050,No OS,809.0,FHD,No,Intel,Core i5,2.5GHz,128 GB,1 TB,0 GB,0 GB,2.4
967,1312,HP,Pavilion 15-AW003nv,Notebook,15.6,6GB,AMD Radeon R7 M440,Windows 10,549.99,FHD,No,AMD,A9-Series,2.9GHz,0 GB,0 GB,0 GB,1.0 TB,2.04
423,836,Dell,Latitude 3480,Notebook,14.0,4GB,Intel HD Graphics 520,Windows 10,585.0,WXGA,No,Intel,Core i3,2GHz,0 GB,500 GB,0 GB,0 GB,1.76
1221,609,Acer,Aspire 1,Notebook,14.0,4GB,Intel HD Graphics 500,Windows 10,329.0,FHD,No,Intel,Celeron Quad Core,1.1GHz,0 GB,0 GB,32 GB,0 GB,1.6
1116,936,HP,Envy 13-AB077cl,Ultrabook,13.3,8GB,Intel HD Graphics 620,Windows 10,1149.0,IPS,Yes,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,0 GB,1.39
947,642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8GB,Intel HD Graphics 500,Windows 10,399.0,WXGA,No,Intel,Celeron Dual Core,1.1GHz,0 GB,1 TB,0 GB,0 GB,2.0
178,728,Lenovo,ThinkPad X1,Ultrabook,14.0,8GB,Intel HD Graphics 520,Windows 10,1686.64,QHD,No,Intel,Core i7,2.5GHz,512 GB,0 GB,0 GB,0 GB,1.17
580,719,Dell,Latitude 5480,Notebook,14.0,8GB,Nvidia GeForce 930MX,Linux,1089.0,FHD,No,Intel,Core i5,2.8GHz,256 GB,0 GB,0 GB,0 GB,1.64
370,749,Dell,Vostro 3568,Notebook,15.6,8GB,Intel HD Graphics 520,Windows 10,665.0,WXGA,No,Intel,Core i3,2GHz,256 GB,0 GB,0 GB,0 GB,2.0
291,83,Apple,"MacBook 12""",Ultrabook,12.0,8GB,Intel HD Graphics 615,macOS,1510.0,IPS,No,Intel,Core i5,1.3GHz,512 GB,0 GB,0 GB,0 GB,0.92
652,143,Acer,Aspire 5,Notebook,17.3,4GB,Nvidia GeForce MX130,Windows 10,655.0,FHD,No,Intel,Core i3,2.7GHz,0 GB,1 TB,0 GB,0 GB,3.0
349,1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,12GB,Intel HD Graphics 520,Windows 7,2299.0,FHD,No,Intel,Core i7,2.6GHz,512 GB,0 GB,0 GB,0 GB,1.4
23,2,Apple,Macbook Air,Ultrabook,13.3,8GB,Intel HD Graphics 6000,macOS,898.94,IPS,No,Intel,Core i5,1.8GHz,0 GB,0 GB,128 GB,0 GB,1.34
956,180,Acer,Aspire A315-51,Notebook,15.6,4GB,Intel HD Graphics 520,Windows 10,449.0,WXGA,No,Intel,Core i3,2GHz,128 GB,0 GB,0 GB,0 GB,2.1
996,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8GB,Intel HD Graphics 520,Windows 10,544.15,IPS,No,Intel,Core i3,2GHz,0 GB,1 TB,0 GB,0 GB,2.65
1296,932,Dell,Inspiron 7567,Gaming,15.6,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1349.0,FHD,No,Intel,Core i7,2.8GHz,128 GB,1 TB,0 GB,0 GB,2.6
482,1131,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16GB,Nvidia GeForce GTX 980M,Windows 10,2749.99,FHD,No,Intel,Core i7,2.7GHz,256 GB,0 GB,0 GB,1.0 TB,4.6
650,677,Acer,Aspire 3,Notebook,15.6,4GB,Intel HD Graphics 520,Linux,412.0,WXGA,No,Intel,Core i3,2GHz,128 GB,0 GB,0 GB,0 GB,2.1
624,616,Acer,Swift SF114-31-P5HY,Notebook,14.0,4GB,Intel HD Graphics 405,Windows 10,349.0,WXGA,No,Intel,Pentium Quad Core,1.6GHz,0 GB,0 GB,128 GB,0 GB,1.6
888,118,HP,Spectre x360,2 in 1 Convertible,13.3,8GB,Intel UHD Graphics 620,Windows 10,1398.99,FHD,Yes,Intel,Core i5,1.6GHz,256 GB,0 GB,0 GB,0 GB,1.26
488,753,Acer,Chromebook 14,Notebook,14.0,2GB,Intel HD Graphics 400,Chrome OS,330.0,WXGA,No,Intel,Celeron Dual Core,1.6GHz,0 GB,0 GB,32 GB,0 GB,1.68
1238,422,Dell,Inspiron 3567,Notebook,15.6,4GB,AMD Radeon R5 M430,Linux,598.9,FHD,No,Intel,Core i5,2.5GHz,256 GB,0 GB,0 GB,0 GB,2.3
154,668,Dell,Latitude E7470,Notebook,14.0,8GB,Intel HD Graphics 520,Windows 10,1229.0,FHD,No,Intel,Core i5,2.4GHz,256 GB,0 GB,0 GB,0 GB,1.56
