id,laptop_ID,Company,Inches,Price_euros,Pantalla,Touchscreen,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento,Marca_GPU,Modelo_GPU,Tipo_GPU
194,1091,Lenovo,15.6,977.0,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,Ideapad 700-15ISK,2048.0,Nvidia,GTX 950M,GeForce
672,325,HP,14.0,1292.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Notebook,Elitebook 840,1024.0,Intel,620,HD Graphics
1152,956,Acer,15.6,619.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,TravelMate P259-G2,1000.0,Intel,620,HD Graphics
201,156,MSI,17.3,1890.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,GE73VR 7RE,3072.0,Nvidia,GTX 1060,GeForce
792,76,Acer,14.0,389.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,Aspire E5-475,2048.0,Intel,520,HD Graphics
306,650,Lenovo,14.0,2450.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,16,Ultrabook,ThinkPad X1,2048.0,Intel,620,HD Graphics
828,231,Dell,15.6,859.01,FHD,Yes,Intel,Core i7,Medio,2.7,Windows 10,16,Notebook,Inspiron 5567,2048.0,AMD,R7 M445,Radeon
1055,918,HP,12.5,1483.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Netbook,Elitebook 820,2048.0,Intel,620,HD Graphics
813,731,Dell,17.3,3659.4,4K,No,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,6144.0,Nvidia,GTX 1070,GeForce
1000,420,Acer,13.3,789.01,FHD,Yes,Intel,Core i7,Medio,2.5,Windows 10,8,Convertible,Aspire R7,1024.0,Intel,520,HD Graphics
110,1000,HP,15.6,806.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Probook 450,2048.0,Intel,620,HD Graphics
399,453,Acer,15.6,441.8,WXGA,No,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Aspire ES1-572,1000.0,Intel,620,HD Graphics
636,1192,Lenovo,15.6,709.0,FHD,No,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 510-15IKB,2048.0,Nvidia,940MX,GeForce
1264,157,HP,14.0,1082.0,FHD,No,Intel,Core i5,Ligero,2.7,Windows 10,4,Ultrabook,EliteBook 840,1024.0,Intel,620,HD Graphics
318,167,Lenovo,15.6,1079.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Legion Y520-15IKBN,1024.0,Nvidia,GTX 1050 Ti,GeForce
172,1237,Acer,14.0,1149.0,FHD,Yes,Intel,Core i7,Ligero,1.3,Windows 10,8,Convertible,SP714-51,1024.0,Intel,615,HD Graphics
293,289,Acer,15.6,951.0,FHD,No,Intel,Core i7,Pesado,1.8,Windows 10,8,Notebook,Aspire A517-51G,1024.0,Nvidia,MX150,GeForce
138,1146,Lenovo,14.0,2050.38,FHD,Yes,Intel,Core i7,Medio,2.6,Windows 7,8,Convertible,ThinkPad P40,2048.0,Nvidia,M500M,Quadro
747,1256,MSI,15.6,1169.0,FHD,No,Intel,Core i7,Medio,2.6,Windows 10,8,Gaming,GL62 6QF,2560.0,Nvidia,GTX 960M,GeForce
801,1064,Lenovo,14.0,2620.0,QHD,No,Intel,Core i7,Ligero,2.6,Windows 7,16,Notebook,ThinkPad X1,1024.0,Intel,520,HD Graphics
45,414,Dell,14.0,1680.0,FHD,No,Intel,Core i7,Ligero,2.8,Windows 10,8,Ultrabook,Latitude 7480,2048.0,Intel,Otro,HD Graphics
1262,245,Lenovo,15.6,589.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,IdeaPad 320-15ISK,512.0,Intel,520,HD Graphics
923,239,Acer,13.3,689.0,FHD,Yes,Intel,Core i5,Medio,2.3,Windows 10,8,Convertible,Aspire R7,1024.0,Intel,520,HD Graphics
879,1226,Acer,17.3,629.0,IPS,No,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,Aspire E5-774G,2048.0,Nvidia,940MX,GeForce
931,1035,Toshiba,13.3,1590.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Portégé Z30-C-16K,1024.0,Intel,520,HD Graphics
730,1222,Asus,15.6,1169.0,FHD,No,Intel,Core i7,Medio,2.6,Windows 10,8,Gaming,FX502VM-DM105T,2048.0,Nvidia,GTX 1060,GeForce
55,430,Asus,15.6,597.0,FHD,No,Intel,Core i3,Medio,2.4,Linux,8,Notebook,X542UQ-DM117,2048.0,Nvidia,940MX,GeForce
373,1177,HP,13.3,2041.0,QHD,Yes,Intel,Core i7,Ligero,2.6,Windows 10,8,Convertible,Spectre Pro,2048.0,Intel,520,HD Graphics
603,925,Lenovo,15.6,789.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,6,Notebook,IdeaPad 510-15IKB,1024.0,Nvidia,940MX,GeForce
197,906,Toshiba,13.3,1475.0,FHD,No,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Portege X30-D-10V,1024.0,Intel,620,HD Graphics
599,442,Asus,17.3,1695.0,FHD,No,AMD,Ryzen 1600,Pesado,3.2,Windows 10,8,Gaming,Rog Strix,3072.0,AMD,RX 580,Radeon
1258,797,Acer,17.3,2299.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Predator G9-793,3072.0,Nvidia,GTX 1060,GeForce
682,116,HP,14.0,722.0,WXGA,No,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,Probook 440,1000.0,Intel,620,UHD Graphics
752,10,Acer,14.0,770.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Ultrabook,Swift 3,1024.0,Intel,620,UHD Graphics
283,563,Mediacom,13.3,255.0,FHD,No,Intel,Atom x5,Ligero,1.44,Windows 10,4,Notebook,SmartBook 130,32.0,Intel,Otro,HD Graphics
1205,883,Toshiba,15.6,1388.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Tecra A50-D-11D,1024.0,Intel,620,HD Graphics
1237,1216,Acer,15.6,272.0,WXGA,No,Intel,Celeron Dual Core,Medio,2.0,Linux,4,Notebook,Aspire 3,2048.0,Intel,500,HD Graphics
28,994,Dell,15.6,1299.0,FHD,Yes,Intel,Core i7,Medio,2.7,Windows 10,12,Convertible,Inspiron 7579,2048.0,Intel,620,HD Graphics
809,56,Dell,15.6,767.8,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 3576,1024.0,AMD,520,Radeon
1274,565,HP,15.6,568.9,FHD,No,AMD,A10-Series,Medio,2.5,Windows 10,6,Notebook,15-bw007nv,512.0,AMD,530,Radeon
532,89,HP,15.6,598.99,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,1024.0,Intel,620,HD Graphics
1167,1249,Razer,14.0,3499.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Blade Pro,4096.0,Nvidia,GTX 1060,GeForce
942,506,Lenovo,15.6,911.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad L570,1024.0,Intel,620,HD Graphics
638,123,Acer,15.6,479.0,FHD,Yes,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Spin 3,2048.0,Intel,620,HD Graphics
739,909,HP,15.6,900.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ProBook 450,2048.0,Nvidia,930MX,GeForce
1181,235,Asus,15.6,398.99,WXGA,No,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Pro P2540UA-XO0198T,2048.0,Intel,620,HD Graphics
109,1274,Asus,17.3,1900.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Rog G752VT-GC073T,2560.0,Nvidia,GTX 970M,GeForce
1235,853,Dell,15.6,713.99,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 3568,512.0,Intel,620,HD Graphics
640,935,HP,15.6,1296.99,FHD,No,Intel,Core i7,Medio,2.5,Windows 10,8,Ultrabook,EliteBook 850,1024.0,AMD,R7 M365X,Radeon
319,1266,Lenovo,15.6,573.0,FHD,No,Intel,Core i5,Medio,2.5,No OS,8,Notebook,V510-15IKB,1024.0,Intel,620,HD Graphics
1002,32,Asus,14.0,199.0,WXGA,No,AMD,E-Series,Medio,1.5,Windows 10,2,Notebook,E402WA-GA010T,32.0,AMD,R2,Radeon
132,828,Dell,14.0,755.0,WXGA,No,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,Latitude 3480,1000.0,Intel,520,HD Graphics
560,1286,HP,11.6,209.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0,Intel,400,HD Graphics
601,689,Asus,15.6,419.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,L502NA-GO052T,512.0,Intel,500,HD Graphics
495,851,Dell,17.3,3072.89,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,4096.0,Nvidia,GTX 1070,GeForce
839,1012,Asus,15.6,1799.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Rog GL553VE-DS74,3072.0,Nvidia,GTX 1050 Ti,GeForce
622,270,Dell,15.6,799.0,FHD,Yes,Intel,Core i5,Pesado,1.6,Windows 10,8,Convertible,Inspiron 5579,1024.0,Intel,620,UHD Graphics
619,121,Asus,17.3,564.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,X705UV-BX074T,2048.0,Nvidia,920MX,GeForce
631,794,MSI,14.0,1891.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GS43VR 7RE,3072.0,Nvidia,GTX 1060,GeForce
515,197,Lenovo,17.3,698.0,IPS,No,Intel,Core i5,Pesado,1.6,No OS,8,Notebook,IdeaPad 320-17IKBR,1024.0,Nvidia,MX150,GeForce
869,686,LG,15.6,2299.0,FHD,No,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,Gram 15Z975,2048.0,Intel,620,HD Graphics
1068,1161,HP,15.6,2229.0,FHD,No,Intel,Core i7,Pesado,2.6,Windows 7,8,Workstation,ZBook 15,1024.0,Nvidia,M1000M,Quadro
99,985,Dell,14.0,1962.98,QHD,Yes,Intel,Core i7,Medio,2.6,Windows 10,8,Ultrabook,Latitude E7470,1024.0,Intel,520,HD Graphics
795,130,Asus,14.0,277.99,WXGA,No,AMD,E-Series,Medio,1.5,Windows 10 S,4,Notebook,E402WA-GA007T,256.0,AMD,R2,Radeon
408,1303,Lenovo,13.3,1499.0,IPS,Yes,Intel,Core i7,Ligero,2.5,Windows 10,16,Convertible,Yoga 900-13ISK,2048.0,Intel,520,HD Graphics
634,501,Asus,17.3,1269.0,FHD,Yes,Intel,Core i7,Pesado,2.6,Windows 10,24,Gaming,Rog G752VL-UH71T,3072.0,Nvidia,GTX 965M,GeForce
489,6,Acer,15.6,400.0,WXGA,No,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,1000.0,AMD,R5,Radeon
544,358,MSI,17.3,1409.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GP72MVR 7RFX,2560.0,Nvidia,GTX 1060,GeForce
853,871,Lenovo,15.6,850.66,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad E570,2048.0,Intel,620,HD Graphics
15,843,Lenovo,14.0,1650.0,FHD,No,Intel,Core i5,Ligero,2.6,Windows 10,8,Notebook,ThinkPad T470s,1024.0,Intel,620,HD Graphics
485,914,Dell,13.3,1649.0,FHD,Yes,Intel,Core i7,Ligero,1.3,Windows 10,16,Convertible,XPS 13,1024.0,Intel,615,HD Graphics
290,472,Asus,15.6,304.0,WXGA,No,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,X541NA-PD1003Y,1000.0,Intel,500,HD Graphics
860,399,Acer,15.6,693.99,WXGA,No,Intel,Core i5,Medio,1.6,Windows 10,12,Notebook,Aspire 5,2048.0,Nvidia,MX130,GeForce
1206,1041,HP,14.0,1060.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ProBook 640,1000.0,Intel,620,HD Graphics
1174,823,Dell,15.6,789.81,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 3568,1024.0,AMD,R5 M420,Radeon
566,611,Dell,15.6,465.0,WXGA,No,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Vostro 3568,2048.0,AMD,R5 M420,Radeon
227,373,Lenovo,15.6,809.0,FHD,No,Intel,Core i5,Medio,2.5,No OS,8,Gaming,Legion Y520-15IKBN,2560.0,Nvidia,GTX 1050,GeForce
967,1312,HP,15.6,549.99,FHD,No,AMD,A9-Series,Medio,2.9,Windows 10,6,Notebook,Pavilion 15-AW003nv,3072.0,AMD,R7 M440,Radeon
423,836,Dell,14.0,585.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Latitude 3480,1000.0,Intel,520,HD Graphics
1221,609,Acer,14.0,329.0,FHD,No,Intel,Celeron Quad Core,Medio,1.1,Windows 10,4,Notebook,Aspire 1,32.0,Intel,500,HD Graphics
1116,936,HP,13.3,1149.0,IPS,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-AB077cl,1024.0,Intel,620,HD Graphics
947,642,Asus,15.6,399.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.1,Windows 10,8,Notebook,X541NA-GO414T,2048.0,Intel,500,HD Graphics
178,728,Lenovo,14.0,1686.64,QHD,No,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X1,2048.0,Intel,520,HD Graphics
580,719,Dell,14.0,1089.0,FHD,No,Intel,Core i5,Medio,2.8,Linux,8,Notebook,Latitude 5480,1024.0,Nvidia,930MX,GeForce
370,749,Dell,15.6,665.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,Vostro 3568,1024.0,Intel,520,HD Graphics
291,83,Apple,12.0,1510.0,IPS,No,Intel,Core i5,Ligero,1.3,macOS,8,Ultrabook,"MacBook 12""",2048.0,Intel,615,HD Graphics
652,143,Acer,17.3,655.0,FHD,No,Intel,Core i3,Pesado,2.7,Windows 10,4,Notebook,Aspire 5,2048.0,Nvidia,MX130,GeForce
349,1175,Lenovo,14.0,2299.0,FHD,No,Intel,Core i7,Ligero,2.6,Windows 7,12,Ultrabook,ThinkPad T460s,2048.0,Intel,520,HD Graphics
23,2,Apple,13.3,898.94,IPS,No,Intel,Core i5,Ligero,1.8,macOS,8,Ultrabook,Macbook Air,128.0,Intel,6000,HD Graphics
956,180,Acer,15.6,449.0,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire A315-51,512.0,Intel,520,HD Graphics
996,560,HP,17.3,544.15,IPS,No,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,17-X047na,2048.0,Intel,520,HD Graphics
1296,932,Dell,15.6,1349.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7567,2560.0,Nvidia,GTX 1050 Ti,GeForce
482,1131,Lenovo,17.3,2749.99,FHD,No,Intel,Core i7,Pesado,2.7,Windows 10,16,Gaming,IdeaPad Y900-17ISK,4096.0,Nvidia,GTX 980M,GeForce
650,677,Acer,15.6,412.0,WXGA,No,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Aspire 3,512.0,Intel,520,HD Graphics
624,616,Acer,14.0,349.0,WXGA,No,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,Swift SF114-31-P5HY,128.0,Intel,405,HD Graphics
888,118,HP,13.3,1398.99,FHD,Yes,Intel,Core i5,Ligero,1.6,Windows 10,8,Convertible,Spectre x360,1024.0,Intel,620,UHD Graphics
488,753,Acer,14.0,330.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Chrome OS,2,Notebook,Chromebook 14,32.0,Intel,400,HD Graphics
1238,422,Dell,15.6,598.9,FHD,No,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Inspiron 3567,1024.0,AMD,R5 M430,Radeon
154,668,Dell,14.0,1229.0,FHD,No,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,Latitude E7470,1024.0,Intel,520,HD Graphics
381,705,Asus,12.5,669.0,FHD,Yes,Intel,Core M M3,Ligero,0.9,Chrome OS,4,Convertible,Chromebook Flip,64.0,Intel,515,HD Graphics
512,915,Lenovo,14.0,2049.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,ThinkPad X1,256.0,Intel,620,HD Graphics
494,785,Lenovo,15.6,2370.0,4K,No,Intel,Core i7,Medio,2.7,Windows 7,16,Notebook,Thinkpad P50,2048.0,Nvidia,M2000M,Quadro
742,1034,Dell,15.6,795.99,FHD,Yes,Intel,Core i3,Medio,2.3,Windows 10,4,Convertible,Inspiron 5568,2048.0,Intel,520,HD Graphics
61,372,Dell,17.3,1085.0,FHD,No,Intel,Core i5,Pesado,1.6,Windows 10,8,Notebook,Inspiron 5770,2560.0,AMD,530,Radeon
907,1038,Dell,15.6,1046.44,FHD,No,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,Latitude E5570,1000.0,Intel,520,HD Graphics
308,610,MSI,17.3,2199.0,FHD,No,Intel,Core i7,Pesado,2.7,Windows 10,16,Gaming,Laptop MSI,2560.0,Nvidia,GTX 970M,GeForce
72,1306,Asus,15.6,369.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,X553SA-XX031T,1000.0,Intel,Otro,HD Graphics
454,485,Dell,15.6,675.0,FHD,No,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 3576,2048.0,AMD,520,Radeon
978,905,MSI,17.3,2649.0,4K,No,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS73VR Stealth,6144.0,Nvidia,GTX 1060,GeForce
581,587,Mediacom,14.0,389.0,FHD,No,Intel,Celeron Quad Core,Ligero,1.1,Windows 10,4,Notebook,SmartBook Edge,128.0,Intel,500,HD Graphics
1192,254,Apple,13.3,2040.0,IPS,No,Intel,Core i5,Ligero,3.1,macOS,8,Ultrabook,MacBook Pro,2048.0,Intel,Plus Graphics 650,Iris
1268,426,Lenovo,14.0,1215.38,FHD,No,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,ThinkPad E480,1024.0,AMD,RX 550,Radeon
1160,646,Lenovo,13.3,1757.42,FHD,Yes,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Thinkpad Yoga,1024.0,Intel,620,HD Graphics
1040,881,Lenovo,15.6,1055.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ThinkPad L570,1000.0,Intel,620,HD Graphics
658,542,Dell,15.6,1369.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Notebook,Latitude 5580,1024.0,Nvidia,930MX,GeForce
1018,1122,Lenovo,15.6,867.0,FHD,Yes,Intel,Core i5,Medio,2.3,Windows 10,4,Convertible,Yoga 500-15ISK,1024.0,Intel,520,HD Graphics
531,351,Lenovo,15.6,1129.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Legion Y520-15IKBN,5120.0,Nvidia,GTX 1050 Ti,GeForce
723,886,Dell,12.5,1690.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Ultrabook,Latitude 7280,1024.0,Intel,620,HD Graphics
1077,313,Lenovo,15.6,819.0,FHD,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,IdeaPad 320-15IKB,2560.0,Nvidia,940MX,GeForce
877,1307,Asus,13.3,729.0,FHD,No,Intel,Core M 6Y30,Ligero,0.9,Windows 10,8,Ultrabook,ZenBook UX305CA-UBM1,2048.0,Intel,515,HD Graphics
645,39,HP,15.6,488.69,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,250 G6,2048.0,Intel,620,HD Graphics
342,314,HP,15.6,469.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,2048.0,Intel,520,HD Graphics
426,585,MSI,17.3,2729.0,FHD,No,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,GT73VR Titan,4096.0,Nvidia,GTX 1070,GeForce
753,716,Lenovo,14.0,1191.0,FHD,No,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad T460p,1024.0,Intel,520,HD Graphics
261,678,Microsoft,13.5,1867.85,IPS,Yes,Intel,Core i7,Ligero,2.8,Windows 10 S,8,Ultrabook,Surface Laptop,1024.0,Intel,Plus Graphics 640,Iris
395,803,Apple,12.0,1165.0,IPS,No,Intel,Core M M1,Ligero,1.2,Mac OS X,8,Ultrabook,"MacBook 12""",512.0,Intel,5300,HD Graphics
766,733,Lenovo,15.6,489.9,WXGA,No,Intel,Core i5,Medio,2.5,No OS,4,Notebook,V310-15IKB,2048.0,Intel,620,HD Graphics
209,1242,Dell,15.0,509.0,FHD,Yes,Intel,Core i3,Medio,2.4,Windows 10,4,Convertible,Inspiron 5578,1000.0,Intel,620,HD Graphics
1138,1254,HP,14.0,2198.19,QHD,No,Intel,Core i7,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 840,1024.0,Intel,520,HD Graphics
64,864,Lenovo,14.0,1903.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,8,Ultrabook,ThinkPad T470p,1024.0,Nvidia,GT 940MX,GeForce
1161,635,Asus,13.3,639.01,FHD,Yes,Intel,Core i5,Medio,2.5,Windows 10,6,Convertible,Q304UA-BHI5T11,2048.0,Intel,620,HD Graphics
366,1136,HP,13.3,1690.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 10,8,Notebook,Spectre Pro,1024.0,Intel,520,HD Graphics
92,1104,Acer,15.6,387.0,WXGA,No,AMD,A8-Series,Medio,2.2,Windows 10,4,Notebook,Aspire ES1-523,1000.0,AMD,R5,Radeon
50,924,HP,12.5,3100.0,4K,Yes,Intel,Core M 6Y75,Ligero,1.2,Windows 10,8,Ultrabook,Elitebook Folio,960.0,Intel,515,HD Graphics
656,877,Toshiba,13.3,1095.0,WXGA,No,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Portégé Z30-C-188,1024.0,Intel,520,HD Graphics
606,1290,Lenovo,14.0,229.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR,64.0,Intel,Otro,HD Graphics
503,1194,Lenovo,15.6,825.0,FHD,No,Intel,Core i7,Medio,2.5,Windows 7,4,Notebook,B51-80,3072.0,Intel,520,HD Graphics
1288,934,Dell,15.6,684.99,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Vostro 3568,2048.0,AMD,R5 M420,Radeon
1193,1316,Lenovo,14.0,638.0,FHD,Yes,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0,Intel,520,HD Graphics
188,656,Toshiba,13.3,1213.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 10,8,Notebook,Portege Z30-C-16J,1024.0,Intel,520,HD Graphics
945,970,Dell,13.3,1899.0,FHD,Yes,Intel,Core i5,Ligero,1.2,Windows 10,8,Convertible,XPS 13,1024.0,Intel,615,HD Graphics
1024,68,HP,15.6,438.69,WXGA,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,1000.0,AMD,520,Radeon
53,691,HP,17.3,699.0,FHD,No,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,17-bs000nv I3,1024.0,AMD,R5 520,Radeon
981,632,Lenovo,15.6,899.0,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,IdeaPad 320-15IKB,2048.0,Nvidia,920MX,GeForce
1282,1246,Lenovo,15.6,1029.0,FHD,Yes,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,IdeaPad Y700-15ISK,2560.0,Nvidia,GTX 960M,GeForce
721,1240,HP,15.6,529.0,FHD,No,AMD,A12-Series,Medio,2.7,Windows 10,6,Notebook,15-bw009nv,2048.0,AMD,530,Radeon
441,1245,Dell,15.6,521.86,WXGA,No,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Vostro 3568,2048.0,Intel,520,HD Graphics
1222,106,HP,13.3,1119.0,FHD,No,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-ad009n,1024.0,Nvidia,MX150,GeForce
992,1165,Dell,15.6,1009.9,FHD,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Vostro 5568,1024.0,Nvidia,940MX,GeForce
1271,319,Asus,11.6,275.0,WXGA,Yes,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,2,Convertible,VivoBook Flip,32.0,Intel,500,HD Graphics
546,1292,Asus,15.6,369.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,X553SA-XX031T,1000.0,Intel,Otro,HD Graphics
541,1060,HP,14.0,1469.0,FHD,No,Intel,Core i5,Ligero,2.3,Windows 7,8,Notebook,EliteBook 1040,1024.0,Intel,520,HD Graphics
915,655,Razer,14.0,2599.0,FHD,No,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Blade Pro,1024.0,Nvidia,GTX 1060,GeForce
543,938,Lenovo,13.3,1825.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ThinkPad Yoga,2048.0,Intel,620,HD Graphics
139,523,HP,15.6,521.47,WXGA,Yes,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,15-bs190od,2048.0,Intel,620,UHD Graphics
929,1285,Dell,15.6,805.99,WXGA,No,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,2048.0,AMD,R5 M430,Radeon
565,1145,HP,15.6,629.0,WXGA,No,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,15-bs078cl,4096.0,Intel,620,HD Graphics
300,213,Lenovo,15.6,597.0,WXGA,No,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,IdeaPad 320-15IKBN,1024.0,Intel,620,HD Graphics
960,860,HP,15.6,299.0,WXGA,No,Intel,Celeron Dual Core,Medio,1.6,No OS,4,Notebook,250 G6,512.0,Intel,400,HD Graphics
750,954,HP,17.3,1399.0,FHD,No,Intel,Core i5,Pesado,2.3,Windows 10,8,Gaming,Omen 17-W006na,2560.0,Nvidia,GTX 965M,GeForce
362,763,Asus,15.6,849.9,WXGA,No,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,Pro P2540UA-XO0192R,1024.0,Intel,620,HD Graphics
808,706,Toshiba,13.3,1877.0,FHD,Yes,Intel,Core i7,Ligero,2.5,Windows 10,16,Ultrabook,Portege Z30T-C-133,2048.0,Intel,520,HD Graphics
263,154,Dell,15.6,899.0,FHD,No,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,3072.0,Nvidia,GTX 1050,GeForce
701,750,Toshiba,14.0,1535.0,FHD,Yes,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Tecra X40-D-10G,1024.0,Intel,620,HD Graphics
549,703,Acer,11.6,269.0,WXGA,No,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,4,Netbook,TravelMate B117-M,32.0,Intel,Otro,HD Graphics
