id,laptop_ID,Company,Gpu,Price_euros,Pantalla,Marca_Procesador,Modelo_Procesador,Categoria_Peso,Velocidad_Procesador_GHz,S.O,Ram_GB,Tipo_Portatil,Nombre_Producto,Total_Almacenamiento
138,1146,Lenovo,Nvidia Quadro M500M,2050.38,FHD,Intel,Core i7,Medio,2.6,Windows 7,8,Convertible,ThinkPad P40,2048.0
747,1256,MSI,Nvidia GeForce GTX 960M,1169.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,8,Gaming,GL62 6QF,2560.0
801,1064,Lenovo,Intel HD Graphics 520,2620.0,QHD,Intel,Core i7,Ligero,2.6,Windows 7,16,Notebook,ThinkPad X1,1024.0
45,414,Dell,Intel HD Graphics,1680.0,FHD,Intel,Core i7,Ligero,2.8,Windows 10,8,Ultrabook,Latitude 7480,2048.0
1262,245,Lenovo,Intel HD Graphics 520,589.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,IdeaPad 320-15ISK,512.0
923,239,Acer,Intel HD Graphics 520,689.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Convertible,Aspire R7,1024.0
879,1226,Acer,Nvidia GeForce 940MX,629.0,IPS,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,Aspire E5-774G,2048.0
931,1035,Toshiba,Intel HD Graphics 520,1590.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Portégé Z30-C-16K,1024.0
730,1222,Asus,Nvidia GeForce GTX 1060,1169.0,FHD,Intel,Core i7,Medio,2.6,Windows 10,8,Gaming,FX502VM-DM105T,2048.0
55,430,Asus,Nvidia GeForce 940MX,597.0,FHD,Intel,Core i3,Medio,2.4,Linux,8,Notebook,X542UQ-DM117,2048.0
373,1177,HP,Intel HD Graphics 520,2041.0,QHD,Intel,Core i7,Ligero,2.6,Windows 10,8,Convertible,Spectre Pro,2048.0
603,925,Lenovo,Nvidia GeForce 940MX,789.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,6,Notebook,IdeaPad 510-15IKB,1024.0
197,906,Toshiba,Intel HD Graphics 620,1475.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Portege X30-D-10V,1024.0
599,442,Asus,AMD Radeon RX 580,1695.0,FHD,AMD,Ryzen 1600,Pesado,3.2,Windows 10,8,Gaming,Rog Strix,3072.0
1258,797,Acer,Nvidia GeForce GTX 1060,2299.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Predator G9-793,3072.0
682,116,HP,Intel UHD Graphics 620,722.0,WXGA,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,Probook 440,1000.0
752,10,Acer,Intel UHD Graphics 620,770.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Ultrabook,Swift 3,1024.0
283,563,Mediacom,Intel HD Graphics,255.0,FHD,Intel,Atom x5,Ligero,1.44,Windows 10,4,Notebook,SmartBook 130,32.0
1205,883,Toshiba,Intel HD Graphics 620,1388.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Tecra A50-D-11D,1024.0
1237,1216,Acer,Intel HD Graphics 500,272.0,WXGA,Intel,Celeron Dual Core,Medio,2.0,Linux,4,Notebook,Aspire 3,2048.0
28,994,Dell,Intel HD Graphics 620,1299.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,12,Convertible,Inspiron 7579,2048.0
809,56,Dell,AMD Radeon 520,767.8,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Notebook,Inspiron 3576,1024.0
1274,565,HP,AMD Radeon 530,568.9,FHD,AMD,A10-Series,Medio,2.5,Windows 10,6,Notebook,15-bw007nv,512.0
532,89,HP,Intel HD Graphics 620,598.99,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,250 G6,1024.0
1167,1249,Razer,Nvidia GeForce GTX 1060,3499.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Blade Pro,4096.0
942,506,Lenovo,Intel HD Graphics 620,911.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad L570,1024.0
638,123,Acer,Intel HD Graphics 620,479.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,6,Notebook,Spin 3,2048.0
739,909,HP,Nvidia GeForce 930MX,900.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ProBook 450,2048.0
1181,235,Asus,Intel HD Graphics 620,398.99,WXGA,Intel,Core i3,Medio,2.4,Windows 10,4,Notebook,Pro P2540UA-XO0198T,2048.0
109,1274,Asus,Nvidia GeForce GTX 970M,1900.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,Rog G752VT-GC073T,2560.0
1235,853,Dell,Intel HD Graphics 620,713.99,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 3568,512.0
640,935,HP,AMD Radeon R7 M365X,1296.99,FHD,Intel,Core i7,Medio,2.5,Windows 10,8,Ultrabook,EliteBook 850,1024.0
319,1266,Lenovo,Intel HD Graphics 620,573.0,FHD,Intel,Core i5,Medio,2.5,No OS,8,Notebook,V510-15IKB,1024.0
1002,32,Asus,AMD Radeon R2,199.0,WXGA,AMD,E-Series,Medio,1.5,Windows 10,2,Notebook,E402WA-GA010T,32.0
132,828,Dell,Intel HD Graphics 520,755.0,WXGA,Intel,Core i5,Medio,2.3,Windows 10,4,Notebook,Latitude 3480,1000.0
560,1286,HP,Intel HD Graphics 400,209.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,2,Netbook,Stream 11-Y000na,32.0
601,689,Asus,Intel HD Graphics 500,419.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,4,Notebook,L502NA-GO052T,512.0
495,851,Dell,Nvidia GeForce GTX 1070,3072.89,FHD,Intel,Core i7,Pesado,2.8,Windows 10,32,Gaming,Alienware 17,4096.0
839,1012,Asus,Nvidia GeForce GTX 1050 Ti,1799.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Rog GL553VE-DS74,3072.0
622,270,Dell,Intel UHD Graphics 620,799.0,FHD,Intel,Core i5,Pesado,1.6,Windows 10,8,Convertible,Inspiron 5579,1024.0
619,121,Asus,Nvidia GeForce 920MX,564.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,X705UV-BX074T,2048.0
631,794,MSI,Nvidia GeForce GTX 1060,1891.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,GS43VR 7RE,3072.0
515,197,Lenovo,Nvidia GeForce MX150,698.0,IPS,Intel,Core i5,Pesado,1.6,No OS,8,Notebook,IdeaPad 320-17IKBR,1024.0
869,686,LG,Intel HD Graphics 620,2299.0,FHD,Intel,Core i7,Ligero,1.8,Windows 10,8,Ultrabook,Gram 15Z975,2048.0
1068,1161,HP,Nvidia Quadro M1000M,2229.0,FHD,Intel,Core i7,Pesado,2.6,Windows 7,8,Workstation,ZBook 15,1024.0
99,985,Dell,Intel HD Graphics 520,1962.98,QHD,Intel,Core i7,Medio,2.6,Windows 10,8,Ultrabook,Latitude E7470,1024.0
795,130,Asus,AMD Radeon R2,277.99,WXGA,AMD,E-Series,Medio,1.5,Windows 10 S,4,Notebook,E402WA-GA007T,256.0
408,1303,Lenovo,Intel HD Graphics 520,1499.0,IPS,Intel,Core i7,Ligero,2.5,Windows 10,16,Convertible,Yoga 900-13ISK,2048.0
634,501,Asus,Nvidia GeForce GTX 965M,1269.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,24,Gaming,Rog G752VL-UH71T,3072.0
489,6,Acer,AMD Radeon R5,400.0,WXGA,AMD,A9-Series,Medio,3.0,Windows 10,4,Notebook,Aspire 3,1000.0
544,358,MSI,Nvidia GeForce GTX 1060,1409.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,GP72MVR 7RFX,2560.0
853,871,Lenovo,Intel HD Graphics 620,850.66,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,ThinkPad E570,2048.0
15,843,Lenovo,Intel HD Graphics 620,1650.0,FHD,Intel,Core i5,Ligero,2.6,Windows 10,8,Notebook,ThinkPad T470s,1024.0
485,914,Dell,Intel HD Graphics 615,1649.0,FHD,Intel,Core i7,Ligero,1.3,Windows 10,16,Convertible,XPS 13,1024.0
290,472,Asus,Intel HD Graphics 500,304.0,WXGA,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,X541NA-PD1003Y,1000.0
860,399,Acer,Nvidia GeForce MX130,693.99,WXGA,Intel,Core i5,Medio,1.6,Windows 10,12,Notebook,Aspire 5,2048.0
1206,1041,HP,Intel HD Graphics 620,1060.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ProBook 640,1000.0
1174,823,Dell,AMD Radeon R5 M420,789.81,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Vostro 3568,1024.0
566,611,Dell,AMD Radeon R5 M420,465.0,WXGA,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Vostro 3568,2048.0
227,373,Lenovo,Nvidia GeForce GTX 1050,809.0,FHD,Intel,Core i5,Medio,2.5,No OS,8,Gaming,Legion Y520-15IKBN,2560.0
967,1312,HP,AMD Radeon R7 M440,549.99,FHD,AMD,A9-Series,Medio,2.9,Windows 10,6,Notebook,Pavilion 15-AW003nv,3072.0
423,836,Dell,Intel HD Graphics 520,585.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Latitude 3480,1000.0
1221,609,Acer,Intel HD Graphics 500,329.0,FHD,Intel,Celeron Quad Core,Medio,1.1,Windows 10,4,Notebook,Aspire 1,32.0
1116,936,HP,Intel HD Graphics 620,1149.0,IPS,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-AB077cl,1024.0
947,642,Asus,Intel HD Graphics 500,399.0,WXGA,Intel,Celeron Dual Core,Medio,1.1,Windows 10,8,Notebook,X541NA-GO414T,2048.0
178,728,Lenovo,Intel HD Graphics 520,1686.64,QHD,Intel,Core i7,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X1,2048.0
580,719,Dell,Nvidia GeForce 930MX,1089.0,FHD,Intel,Core i5,Medio,2.8,Linux,8,Notebook,Latitude 5480,1024.0
370,749,Dell,Intel HD Graphics 520,665.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,Vostro 3568,1024.0
291,83,Apple,Intel HD Graphics 615,1510.0,IPS,Intel,Core i5,Ligero,1.3,macOS,8,Ultrabook,"MacBook 12""",2048.0
652,143,Acer,Nvidia GeForce MX130,655.0,FHD,Intel,Core i3,Pesado,2.7,Windows 10,4,Notebook,Aspire 5,2048.0
349,1175,Lenovo,Intel HD Graphics 520,2299.0,FHD,Intel,Core i7,Ligero,2.6,Windows 7,12,Ultrabook,ThinkPad T460s,2048.0
23,2,Apple,Intel HD Graphics 6000,898.94,IPS,Intel,Core i5,Ligero,1.8,macOS,8,Ultrabook,Macbook Air,128.0
956,180,Acer,Intel HD Graphics 520,449.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,Aspire A315-51,512.0
996,560,HP,Intel HD Graphics 520,544.15,IPS,Intel,Core i3,Pesado,2.0,Windows 10,8,Notebook,17-X047na,2048.0
1296,932,Dell,Nvidia GeForce GTX 1050 Ti,1349.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Inspiron 7567,2560.0
482,1131,Lenovo,Nvidia GeForce GTX 980M,2749.99,FHD,Intel,Core i7,Pesado,2.7,Windows 10,16,Gaming,IdeaPad Y900-17ISK,4096.0
650,677,Acer,Intel HD Graphics 520,412.0,WXGA,Intel,Core i3,Medio,2.0,Linux,4,Notebook,Aspire 3,512.0
624,616,Acer,Intel HD Graphics 405,349.0,WXGA,Intel,Pentium Quad Core,Medio,1.6,Windows 10,4,Notebook,Swift SF114-31-P5HY,128.0
888,118,HP,Intel UHD Graphics 620,1398.99,FHD,Intel,Core i5,Ligero,1.6,Windows 10,8,Convertible,Spectre x360,1024.0
488,753,Acer,Intel HD Graphics 400,330.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Chrome OS,2,Notebook,Chromebook 14,32.0
1238,422,Dell,AMD Radeon R5 M430,598.9,FHD,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Inspiron 3567,1024.0
154,668,Dell,Intel HD Graphics 520,1229.0,FHD,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,Latitude E7470,1024.0
381,705,Asus,Intel HD Graphics 515,669.0,FHD,Intel,Core M M3,Ligero,0.9,Chrome OS,4,Convertible,Chromebook Flip,64.0
512,915,Lenovo,Intel HD Graphics 620,2049.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,ThinkPad X1,256.0
494,785,Lenovo,Nvidia Quadro M2000M,2370.0,4K,Intel,Core i7,Medio,2.7,Windows 7,16,Notebook,Thinkpad P50,2048.0
742,1034,Dell,Intel HD Graphics 520,795.99,FHD,Intel,Core i3,Medio,2.3,Windows 10,4,Convertible,Inspiron 5568,2048.0
61,372,Dell,AMD Radeon 530,1085.0,FHD,Intel,Core i5,Pesado,1.6,Windows 10,8,Notebook,Inspiron 5770,2560.0
907,1038,Dell,Intel HD Graphics 520,1046.44,FHD,Intel,Core i5,Medio,2.4,Windows 10,8,Notebook,Latitude E5570,1000.0
308,610,MSI,Nvidia GeForce GTX 970M,2199.0,FHD,Intel,Core i7,Pesado,2.7,Windows 10,16,Gaming,Laptop MSI,2560.0
72,1306,Asus,Intel HD Graphics,369.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,X553SA-XX031T,1000.0
454,485,Dell,AMD Radeon 520,675.0,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 3576,2048.0
978,905,MSI,Nvidia GeForce GTX 1060,2649.0,4K,Intel,Core i7,Medio,2.6,Windows 10,16,Gaming,GS73VR Stealth,6144.0
581,587,Mediacom,Intel HD Graphics 500,389.0,FHD,Intel,Celeron Quad Core,Ligero,1.1,Windows 10,4,Notebook,SmartBook Edge,128.0
1192,254,Apple,Intel Iris Plus Graphics 650,2040.0,IPS,Intel,Core i5,Ligero,3.1,macOS,8,Ultrabook,MacBook Pro,2048.0
1268,426,Lenovo,AMD Radeon RX 550,1215.38,FHD,Intel,Core i7,Medio,1.8,Windows 10,8,Ultrabook,ThinkPad E480,1024.0
1160,646,Lenovo,Intel HD Graphics 620,1757.42,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Convertible,Thinkpad Yoga,1024.0
1040,881,Lenovo,Intel HD Graphics 620,1055.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,ThinkPad L570,1000.0
658,542,Dell,Nvidia GeForce 930MX,1369.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Notebook,Latitude 5580,1024.0
1018,1122,Lenovo,Intel HD Graphics 520,867.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,4,Convertible,Yoga 500-15ISK,1024.0
531,351,Lenovo,Nvidia GeForce GTX 1050 Ti,1129.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Legion Y520-15IKBN,5120.0
723,886,Dell,Intel HD Graphics 620,1690.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Ultrabook,Latitude 7280,1024.0
1077,313,Lenovo,Nvidia GeForce 940MX,819.0,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,IdeaPad 320-15IKB,2560.0
877,1307,Asus,Intel HD Graphics 515,729.0,FHD,Intel,Core M 6Y30,Ligero,0.9,Windows 10,8,Ultrabook,ZenBook UX305CA-UBM1,2048.0
645,39,HP,Intel HD Graphics 620,488.69,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,250 G6,2048.0
342,314,HP,Intel HD Graphics 520,469.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,2048.0
426,585,MSI,Nvidia GeForce GTX 1070,2729.0,FHD,Intel,Core i7,Pesado,2.9,Windows 10,16,Gaming,GT73VR Titan,4096.0
753,716,Lenovo,Intel HD Graphics 520,1191.0,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad T460p,1024.0
261,678,Microsoft,Intel Iris Plus Graphics 640,1867.85,IPS,Intel,Core i7,Ligero,2.8,Windows 10 S,8,Ultrabook,Surface Laptop,1024.0
395,803,Apple,Intel HD Graphics 5300,1165.0,IPS,Intel,Core M M1,Ligero,1.2,Mac OS X,8,Ultrabook,"MacBook 12""",512.0
766,733,Lenovo,Intel HD Graphics 620,489.9,WXGA,Intel,Core i5,Medio,2.5,No OS,4,Notebook,V310-15IKB,2048.0
209,1242,Dell,Intel HD Graphics 620,509.0,FHD,Intel,Core i3,Medio,2.4,Windows 10,4,Convertible,Inspiron 5578,1000.0
1138,1254,HP,Intel HD Graphics 520,2198.19,QHD,Intel,Core i7,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 840,1024.0
64,864,Lenovo,Nvidia GeForce GT 940MX,1903.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,8,Ultrabook,ThinkPad T470p,1024.0
1161,635,Asus,Intel HD Graphics 620,639.01,FHD,Intel,Core i5,Medio,2.5,Windows 10,6,Convertible,Q304UA-BHI5T11,2048.0
366,1136,HP,Intel HD Graphics 520,1690.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,8,Notebook,Spectre Pro,1024.0
92,1104,Acer,AMD Radeon R5,387.0,WXGA,AMD,A8-Series,Medio,2.2,Windows 10,4,Notebook,Aspire ES1-523,1000.0
50,924,HP,Intel HD Graphics 515,3100.0,4K,Intel,Core M 6Y75,Ligero,1.2,Windows 10,8,Ultrabook,Elitebook Folio,960.0
656,877,Toshiba,Intel HD Graphics 520,1095.0,WXGA,Intel,Core i5,Ligero,2.3,Windows 10,8,Ultrabook,Portégé Z30-C-188,1024.0
606,1290,Lenovo,Intel HD Graphics,229.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,2,Notebook,IdeaPad 100S-14IBR,64.0
503,1194,Lenovo,Intel HD Graphics 520,825.0,FHD,Intel,Core i7,Medio,2.5,Windows 7,4,Notebook,B51-80,3072.0
1288,934,Dell,AMD Radeon R5 M420,684.99,WXGA,Intel,Core i5,Medio,2.5,Windows 10,4,Notebook,Vostro 3568,2048.0
1193,1316,Lenovo,Intel HD Graphics 520,638.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,4,Convertible,Yoga 500-14ISK,512.0
188,656,Toshiba,Intel HD Graphics 520,1213.0,FHD,Intel,Core i5,Ligero,2.3,Windows 10,8,Notebook,Portege Z30-C-16J,1024.0
945,970,Dell,Intel HD Graphics 615,1899.0,FHD,Intel,Core i5,Ligero,1.2,Windows 10,8,Convertible,XPS 13,1024.0
1024,68,HP,AMD Radeon 520,438.69,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,1000.0
53,691,HP,AMD Radeon R5 520,699.0,FHD,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,17-bs000nv I3,1024.0
981,632,Lenovo,Nvidia GeForce 920MX,899.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,IdeaPad 320-15IKB,2048.0
1282,1246,Lenovo,Nvidia GeForce GTX 960M,1029.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,16,Gaming,IdeaPad Y700-15ISK,2560.0
721,1240,HP,AMD Radeon 530,529.0,FHD,AMD,A12-Series,Medio,2.7,Windows 10,6,Notebook,15-bw009nv,2048.0
441,1245,Dell,Intel HD Graphics 520,521.86,WXGA,Intel,Core i5,Medio,2.5,Linux,4,Notebook,Vostro 3568,2048.0
1222,106,HP,Nvidia GeForce MX150,1119.0,FHD,Intel,Core i7,Ligero,2.7,Windows 10,8,Ultrabook,Envy 13-ad009n,1024.0
992,1165,Dell,Nvidia GeForce 940MX,1009.9,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Vostro 5568,1024.0
1271,319,Asus,Intel HD Graphics 500,275.0,WXGA,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,2,Convertible,VivoBook Flip,32.0
546,1292,Asus,Intel HD Graphics,369.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,Windows 10,4,Notebook,X553SA-XX031T,1000.0
541,1060,HP,Intel HD Graphics 520,1469.0,FHD,Intel,Core i5,Ligero,2.3,Windows 7,8,Notebook,EliteBook 1040,1024.0
915,655,Razer,Nvidia GeForce GTX 1060,2599.0,FHD,Intel,Core i7,Medio,2.8,Windows 10,16,Gaming,Blade Pro,1024.0
543,938,Lenovo,Intel HD Graphics 620,1825.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Convertible,ThinkPad Yoga,2048.0
139,523,HP,Intel UHD Graphics 620,521.47,WXGA,Intel,Core i5,Medio,1.6,Windows 10,4,Notebook,15-bs190od,2048.0
929,1285,Dell,AMD Radeon R5 M430,805.99,WXGA,Intel,Core i7,Medio,2.7,Linux,8,Notebook,Inspiron 3567,2048.0
565,1145,HP,Intel HD Graphics 620,629.0,WXGA,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,15-bs078cl,4096.0
300,213,Lenovo,Intel HD Graphics 620,597.0,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,IdeaPad 320-15IKBN,1024.0
960,860,HP,Intel HD Graphics 400,299.0,WXGA,Intel,Celeron Dual Core,Medio,1.6,No OS,4,Notebook,250 G6,512.0
750,954,HP,Nvidia GeForce GTX 965M,1399.0,FHD,Intel,Core i5,Pesado,2.3,Windows 10,8,Gaming,Omen 17-W006na,2560.0
362,763,Asus,Intel HD Graphics 620,849.9,WXGA,Intel,Core i7,Medio,2.7,Windows 10,4,Notebook,Pro P2540UA-XO0192R,1024.0
808,706,Toshiba,Intel HD Graphics 520,1877.0,FHD,Intel,Core i7,Ligero,2.5,Windows 10,16,Ultrabook,Portege Z30T-C-133,2048.0
263,154,Dell,Nvidia GeForce GTX 1050,899.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Inspiron 7567,3072.0
701,750,Toshiba,Intel HD Graphics 620,1535.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Notebook,Tecra X40-D-10G,1024.0
549,703,Acer,Intel HD Graphics,269.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Windows 10,4,Netbook,TravelMate B117-M,32.0
530,775,Asus,Nvidia GeForce 920MX,470.34,WXGA,Intel,Pentium Quad Core,Pesado,1.1,Windows 10,4,Notebook,X751NV-TY001,2048.0
1010,723,Lenovo,Nvidia GeForce 920MX,857.07,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Thinkpad E470,1024.0
382,191,Lenovo,Nvidia GeForce GTX 1050,779.0,FHD,Intel,Core i5,Medio,2.5,No OS,8,Gaming,Legion Y520-15IKBN,1024.0
80,1172,Dell,Nvidia GeForce 960M,2250.68,4K,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,XPS 15,1024.0
939,798,Dell,Nvidia GeForce GTX 1050,985.0,FHD,Intel,Core i5,Pesado,2.5,Windows 10,8,Gaming,Inspiron 7567,1024.0
789,1037,HP,Nvidia GeForce 930MX,1185.43,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,ProBook 440,1024.0
1239,1057,Lenovo,Intel HD Graphics 520,1049.6,FHD,Intel,Core i5,Medio,2.3,Windows 10,8,Notebook,Thinkpad L560,1024.0
871,357,HP,Intel HD Graphics 620,1304.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Elitebook 850,1024.0
218,1025,HP,Intel HD Graphics 620,1539.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,4,Ultrabook,EliteBook 820,1000.0
1182,29,Dell,Intel UHD Graphics 620,1298.0,FHD,Intel,Core i7,Medio,1.9,Windows 10,8,Ultrabook,Latitude 5590,1024.0
928,508,HP,AMD Radeon 520,618.99,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,15-BS026nv,1024.0
722,1181,Lenovo,Intel HD Graphics 520,459.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,8,Notebook,IdeaPad 310-15ISK,2048.0
126,105,Dell,AMD Radeon 520,647.0,FHD,Intel,Core i5,Medio,1.6,Linux,8,Notebook,Inspiron 3576,2048.0
486,395,Lenovo,Intel HD Graphics 620,2509.0,QHD,Intel,Core i7,Ligero,2.7,Windows 10,16,Convertible,ThinkPad X1,2048.0
1230,312,Toshiba,Nvidia GeForce 930M,1043.0,FHD,Intel,Core i7,Medio,2.5,Windows 10,8,Notebook,Satellite Pro,1024.0
823,345,Dell,Nvidia GeForce 940MX,1142.75,FHD,Intel,Core i5,Medio,1.6,Windows 10,8,Notebook,Inspiron 7570,1024.0
1300,1111,Dell,AMD Radeon R7 M445,638.8,FHD,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 5567,2048.0
1190,366,HP,Intel HD Graphics 520,439.0,WXGA,Intel,Core i3,Medio,2.0,Windows 10,4,Notebook,250 G6,1000.0
401,170,Acer,Intel HD Graphics 505,363.51,WXGA,Intel,Pentium Quad Core,Medio,1.1,Windows 10,4,Notebook,Aspire 3,2048.0
427,1,Apple,Intel Iris Plus Graphics 640,1339.69,IPS,Intel,Core i5,Ligero,2.3,macOS,8,Ultrabook,MacBook Pro,512.0
990,1095,Lenovo,Intel HD Graphics 515,1399.0,QHD,Intel,Core M 6Y75,Ligero,1.2,Windows 10,8,Ultrabook,Yoga 900S-12ISK,2048.0
1043,822,Dell,Nvidia GeForce GT 940MX,961.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Notebook,Vostro 5568,2048.0
720,1031,Lenovo,Nvidia Quadro 3000M,2968.0,4K,Intel,Core i7,Medio,2.7,Windows 7,16,Notebook,ThinkPad P70,2048.0
973,301,Acer,Nvidia GeForce GTX 1050 Ti,979.0,FHD,Intel,Core i7,Medio,2.8,Linux,8,Notebook,Aspire A715-71G,1024.0
191,511,Lenovo,Intel HD Graphics 400,265.0,WXGA,Intel,Celeron Dual Core,Ligero,1.6,Chrome OS,4,Netbook,Chromebook N23,64.0
96,593,HP,Nvidia GeForce GTX 1050,1498.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,16,Gaming,Omen 17-AN010nv,3072.0
1233,294,Lenovo,Nvidia GeForce 940MX,659.01,FHD,Intel,Core i7,Medio,2.7,No OS,8,Notebook,IdeaPad 320-15IKB,2048.0
526,800,Vero,Intel HD Graphics 500,202.9,FHD,Intel,Celeron Dual Core,Ligero,1.1,Windows 10,4,Notebook,K146,32.0
1122,527,Lenovo,Nvidia GeForce GTX 1060,1399.0,FHD,Intel,Core i7,Pesado,2.8,Windows 10,8,Gaming,Legion Y720-15IKB,3072.0
325,662,HP,Intel HD Graphics 520,364.9,WXGA,Intel,Core i3,Medio,2.0,No OS,4,Notebook,250 G6,1000.0
315,1283,Lenovo,Nvidia GeForce GTX 960M,899.0,FHD,Intel,Core i7,Pesado,2.6,Windows 10,8,Notebook,IdeaPad Y700-15ISK,2048.0
554,624,HP,Intel HD Graphics 620,1389.0,FHD,Intel,Core i7,Medio,2.7,Windows 10,8,Ultrabook,EliteBook 850,2048.0
902,1155,HP,Intel HD Graphics 520,2171.72,FHD,Intel,Core i7,Medio,2.5,Windows 7,8,Ultrabook,EliteBook 850,1024.0
890,425,Dell,Intel HD Graphics 620,539.95,WXGA,Intel,Core i5,Medio,2.5,Windows 10,8,Notebook,Inspiron 3567,2048.0
697,449,Lenovo,Intel HD Graphics 620,1429.0,FHD,Intel,Core i5,Ligero,2.5,Windows 10,8,Ultrabook,ThinkPad X270,1024.0
